concept_id,preferred_label,review_axis,review_role,current_parent_ids,recommended_disposition,proposed_label,proposed_parent_or_axis,recommended_semantic_action,mapping_candidate,evidence_ids,status,blocking_question,rationale,reviewer,review_date
AOM_001577,Carbohydrate,dual-use-constituent,chemical-identity,AOM_101146,retain-and-map,,,Retain chemical identity and map to ChEBI; keep measured carbohydrate composition and feed-material use separate.,CHEBI:16646 exactMatch candidate,LOCAL-GRAPH;AOM-SCHEMA;FOODON-CHEMICAL;CHEBI-CARBOHYDRATE,approved,,One reusable chemical identity can support constituent relations without becoming a concentration characteristic or feed product.,Codex,2026-08-21
AOM_101067,Essential-oil constituent,dual-use-constituent,chemical-mixture-identity,AOM_101023,retain-rename-and-map,Essential oil constituent,,Use readable Essential oil constituent label and map to ChEBI mixture identity; keep product or additive use separate.,CHEBI:83630 exactMatch candidate,LOCAL-GRAPH;AOM-SCHEMA;FOODON-CHEMICAL;CHEBI-ESSENTIAL-OIL,approved,,Essential oil is a chemical mixture identity; constituent role comes from relation and product use remains independent.,Codex,2026-08-21
AOM_101066,Fat constituent,dual-use-constituent,contextual-lipid-constituent,AOM_101023,retain-qualified-label-broad-map,,,Retain qualified constituent label and current assertions; use only broad lipid mapping until fat-versus-oil scope is externally aligned.,CHEBI:18059 broadMatch candidate,LOCAL-GRAPH;AOM-SCHEMA;FOODON-CHEMICAL;CHEBI-LIPID,approved,,Fat and oil are context-sensitive mixtures; bare Oil also collides with existing AOM_001333 feed-material identity.,Codex,2026-08-21
AOM_101064,Gluten constituent,dual-use-constituent,heterogeneous-protein-fraction,AOM_101023,hold-identity-boundary,,,Retain stable ID without new assertion or mapping until gluten chemical-mixture versus processed-material scope is reviewed.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-CHEMICAL,held,"Does AOM require one gluten chemical-mixture identity, one processed feed-material identity, or linked concepts for both?",Gluten can denote heterogeneous protein fraction or commercial material; current definition does not resolve identity.,Codex,2026-08-21
AOM_101081,Oil constituent,dual-use-constituent,contextual-lipid-constituent,AOM_101023,retain-qualified-label-broad-map,,,Retain qualified constituent label and current assertions; use only broad lipid mapping until fat-versus-oil scope is externally aligned.,CHEBI:18059 broadMatch candidate,LOCAL-GRAPH;AOM-SCHEMA;FOODON-CHEMICAL;CHEBI-LIPID,approved,,Fat and oil are context-sensitive mixtures; bare Oil also collides with existing AOM_001333 feed-material identity.,Codex,2026-08-21
AOM_001571,Protein,dual-use-constituent,chemical-identity,AOM_101146,retain-and-map,,,Retain chemical identity and map to ChEBI; keep measured protein composition and feed-material use separate.,CHEBI:36080 exactMatch candidate,LOCAL-GRAPH;AOM-SCHEMA;FOODON-CHEMICAL;CHEBI-PROTEIN,approved,,Existing identity replaces deprecated Protein constituent while relation supplies constituent role.,Codex,2026-08-21
AOM_101120,Protein constituent,dual-use-constituent,deprecated-duplicate,,retain-deprecation,,replaced by AOM_001571 Protein,Keep deprecated with replacement AOM_001571 and no hierarchy or material assertions.,AOM_001571 replacement,LOCAL-GRAPH;ADR-0048;CHEBI-PROTEIN,approved,,ADR 0048 implementation already removed duplicate active identity.,Codex,2026-08-21
AOM_101065,Starch constituent,dual-use-constituent,chemical-mixture-identity,AOM_101023,retain-label-and-map,,,Retain Starch constituent label because bare Starch collides with feed-material label; map chemical scope to ChEBI and retain four primaryConstituent assertions.,CHEBI:28017 exactMatch candidate,LOCAL-GRAPH;AOM-SCHEMA;FOODON-CHEMICAL;CHEBI-STARCH,approved,,Qualified label distinguishes chemical constituent identity from AOM_001832 Starch feed material while preserving one semantic target.,Codex,2026-08-21
AOM_101133,Feed moisture conditions,moisture-condition,moisture-condition-axis-root,AOM_000328,retain-and-reparent,,unallocated Feed physical descriptors,Place beneath proposed Feed physical descriptors navigation while preserving aom:moistureCondition.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL;FEEDIPEDIA-GLOSSARY,approved,,"Moisture condition is independent of solid shape, particle presentation, and bulk flow.",Codex,2026-08-21
AOM_101054,Dried moisture condition,moisture-condition,moisture-condition-value,AOM_101133,retain-moisture-value,,AOM_101133 Feed moisture conditions,Retain under Feed moisture conditions; do not infer solid form from Dried or exact water content from Fresh.,,LOCAL-GRAPH;AOM-SCHEMA;FEEDIPEDIA-GLOSSARY,approved,,Drying changes moisture condition while solids may exist without drying and dried materials may have many presentations.,Codex,2026-08-21
AOM_001510,Fresh moisture condition,moisture-condition,moisture-condition-value,AOM_101133,retain-moisture-value,,AOM_101133 Feed moisture conditions,Retain under Feed moisture conditions; do not infer solid form from Dried or exact water content from Fresh.,,LOCAL-GRAPH;AOM-SCHEMA;FEEDIPEDIA-GLOSSARY,approved,,Drying changes moisture condition while solids may exist without drying and dried materials may have many presentations.,Codex,2026-08-21
AOM_000326,Feed Physical Characteristic,physical-characteristic,measured-physical-root,AOM_000328,retain-and-rename,Feed physical characteristics,AOM_000328 Feed Characteristic,"Keep measurable or observable physical characteristics distinct from categorical form, consistency, moisture, and process.",,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL;FOODON-STRUCTURE,approved,,Current singular label and legacy child blur measured qualities with descriptive states.,Codex,2026-08-21
AOM_000322,floatability,physical-characteristic,measured-physical-characteristic,AOM_000326,retain-measured-characteristic,,AOM_000326 Feed physical characteristics,Retain under Feed physical characteristics and keep categorical form or process assertions separate.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL;FOODON-STRUCTURE,approved,,Concept denotes measurable or observable physical quality rather than presentation category.,Codex,2026-08-21
AOM_000323,particle size,physical-characteristic,measured-physical-characteristic,AOM_000326,retain-measured-characteristic,,AOM_000326 Feed physical characteristics,Retain under Feed physical characteristics and keep categorical form or process assertions separate.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL;FOODON-STRUCTURE,approved,,Concept denotes measurable or observable physical quality rather than presentation category.,Codex,2026-08-21
AOM_000324,physical form,physical-characteristic,legacy-conflated-characteristic,AOM_000326,deprecate-and-replace,,replace with unallocated Feed physical descriptors under AOM_000328,"Replace legacy value with an unallocated Feed physical descriptors navigation concept above presentation, bulk-consistency, and moisture-condition axes.",,LOCAL-GRAPH;AOM-SCHEMA;FOODON-FACETS;FOODON-PHYSICAL,approved,,"Definition conflates dry, wet, pellet, and paste across independent moisture, presentation, and consistency axes.",Codex,2026-08-21
AOM_000325,water retention capacity,physical-characteristic,measured-physical-characteristic,AOM_000326,retain-measured-characteristic,,AOM_000326 Feed physical characteristics,Retain under Feed physical characteristics and keep categorical form or process assertions separate.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL;FOODON-STRUCTURE,approved,,Concept denotes measurable or observable physical quality rather than presentation category.,Codex,2026-08-21
AOM_101020,Feed presentation forms,presentation-form,presentation-axis-root,AOM_000328,retain-and-reparent,,unallocated Feed physical descriptors,Place beneath proposed Feed physical descriptors navigation while preserving aom:presentationForm.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-FACETS;FOODON-PHYSICAL,approved,,"Presentation answers visible shape or particle presentation, not moisture, bulk flow, or processing method.",Codex,2026-08-21
AOM_101049,Block form,presentation-form,presentation-form-value,AOM_101020,retain-presentation-value,,AOM_101020 Feed presentation forms,Retain under Feed presentation forms with definition specific to visible presentation and no moisture or process inference.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL,approved,,Current value can remain useful when relation scope is explicit and independent.,Codex,2026-08-21
AOM_101052,Cake form,presentation-form,presentation-form-value,AOM_101020,retain-presentation-value,,AOM_101020 Feed presentation forms,Retain under Feed presentation forms with definition specific to visible presentation and no moisture or process inference.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL,approved,,Current value can remain useful when relation scope is explicit and independent.,Codex,2026-08-21
AOM_101125,Comminuted particle form,presentation-form,particle-presentation-grouping,AOM_101020,retain-grouping,,AOM_101020 Feed presentation forms,Retain as presentation grouping for size-reduced particles; keep Grinding and particle-size measurements independent.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-STRUCTURE,approved,,"Resulting presentation, process applied, and measured particle size answer different questions.",Codex,2026-08-21
AOM_101053,Flake form,presentation-form,presentation-form-value,AOM_101020,retain-presentation-value,,AOM_101020 Feed presentation forms,Retain under Feed presentation forms with definition specific to visible presentation and no moisture or process inference.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL,approved,,Current value can remain useful when relation scope is explicit and independent.,Codex,2026-08-21
AOM_101076,Intact presentation,presentation-form,presentation-form-value,AOM_101020,retain-presentation-value,,AOM_101020 Feed presentation forms,Retain under Feed presentation forms with definition specific to visible presentation and no moisture or process inference.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL,approved,,Current value can remain useful when relation scope is explicit and independent.,Codex,2026-08-21
AOM_101050,Lick form,presentation-form,delivery-mode-misclassified-as-form,AOM_101020,remove-from-presentation-hold-replacement,,future feed offering or consumption-mode axis,Do not use Lick as presentation form; hold stable ID until a feed offering or consumption-mode axis is reviewed.,,LOCAL-GRAPH;FAO-BLOCKS;FEEDIPEDIA-MINERAL-BLOCK,held,"Which governed relation should represent free-choice licking, and does it apply beyond mineral formulations?","Animals may lick a coherent block, but licking describes consumption or delivery while block describes physical presentation.",Codex,2026-08-21
AOM_101075,Mixed presentation,presentation-form,presentation-form-value,AOM_101020,retain-presentation-value,,AOM_101020 Feed presentation forms,Retain under Feed presentation forms with definition specific to visible presentation and no moisture or process inference.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL,approved,,Current value can remain useful when relation scope is explicit and independent.,Codex,2026-08-21
AOM_101108,Pellet form,presentation-form,presentation-form-value,AOM_101020,retain-presentation-value,,AOM_101020 Feed presentation forms,Retain under Feed presentation forms with definition specific to visible presentation and no moisture or process inference.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-PHYSICAL,approved,,Current value can remain useful when relation scope is explicit and independent.,Codex,2026-08-21
AOM_101126,Meal form,presentation-form,comminuted-presentation,AOM_101125,retain-under-comminuted-form,,AOM_101125 Comminuted particle form,Retain beneath Comminuted particle form; require separate particle-size and drying assertions when evidence supports them.,,LOCAL-GRAPH;AOM-SCHEMA;FEEDIPEDIA-GLOSSARY,approved,,Meal and powder are useful presentation labels but do not establish one universal particle threshold or moisture condition.,Codex,2026-08-21
AOM_101051,Powder form,presentation-form,comminuted-presentation,AOM_101125,retain-under-comminuted-form,,AOM_101125 Comminuted particle form,Retain beneath Comminuted particle form; require separate particle-size and drying assertions when evidence supports them.,,LOCAL-GRAPH;AOM-SCHEMA;FEEDIPEDIA-GLOSSARY,approved,,Meal and powder are useful presentation labels but do not establish one universal particle threshold or moisture condition.,Codex,2026-08-21
AOM_001938,Chicken Offal Dried Ground,specific-material,processed-poultry-offal-material,AOM_100983,retain-and-add-product-role,,AOM_100983 Chicken feed materials,"Retain Chicken source/offal identity plus Dried, Meal, Drying, and Grinding assertions; add aom:productRole AOM_101062 By-product role.",,LOCAL-GRAPH;AOM-SCHEMA;FEEDIPEDIA-POULTRY-OFFAL;FEEDIPEDIA-POULTRY-BYPRODUCT,approved,,"Mapped Feedipedia material is poultry offal meal within animal by-products; economic role is independent of source, process, form, and moisture.",Codex,2026-08-21
AOM_000764,Mineral Block,specific-material,mineral-formulation-block,AOM_101140,retain-distinct-formulation,,AOM_101140 Mineral complementary feeds,Retain FeedFormulation classification and Block form assertion; do not merge with Mineral Lick.,,LOCAL-GRAPH;AOM-SCHEMA;FAO-BLOCKS;FEEDIPEDIA-MINERAL-BLOCK,approved,,Block is coherent physical presentation; formulation remains distinct from consumption mode.,Codex,2026-08-21
AOM_000766,Mineral Lick,specific-material,mineral-formulation-lick,AOM_101140,retain-distinct-formulation,,AOM_101140 Mineral complementary feeds,Retain FeedFormulation classification; do not infer Block form and clarify lick as intended gradual or free-choice consumption.,,LOCAL-GRAPH;AOM-SCHEMA;FAO-BLOCKS;FEEDIPEDIA-MINERAL-BLOCK,approved,,Mineral lick may be block or another presentation; current lack of form assertion is safer than treating lick as shape.,Codex,2026-08-21
