source_name,accepted_name,rank,legacy_ncbi_taxon_id,proposed_ncbi_taxon_id,decision_action,status,reviewer,review_date,evidence,rationale
Musa,Musa,genus,NCBITaxon_4640,NCBITaxon_4640,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=4640,Preserve genus rank without species inference.
Artocarpus heterophylla,Artocarpus heterophyllus,species,NCBITaxon_3489,NCBITaxon_3489,accept_as_misspelling,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=3489,Correct grammatical source spelling at unchanged identifier.
Acacia angustissima,Acaciella angustissima,species,NCBITaxon_468212,NCBITaxon_468212,accept_as_synonym,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=468212,Use current accepted name at unchanged identifier.
Faidherbia albida,Faidherbia albida,species,NCBITaxon_138055,NCBITaxon_138055,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=138055,Exact species candidate.
Nigella sativa,Nigella sativa,species,NCBITaxon_555479,NCBITaxon_555479,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=555479,Exact species candidate.
Heteropogon contortus,Heteropogon contortus,species,NCBITaxon_79849,NCBITaxon_79849,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=79849,Exact species candidate.
Catha edulis,Catha edulis,species,NCBITaxon_123405,NCBITaxon_123405,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=123405,Exact species candidate.
Solanum aethiopicum,Solanum aethiopicum,species,NCBITaxon_205524,NCBITaxon_205524,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=205524,Exact species candidate.
Dichrostachys cinerea,Dichrostachys cinerea,species,NCBITaxon_196665,NCBITaxon_196665,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=196665,Exact species candidate.
Olea europaea,Olea europaea,species,NCBITaxon_4146,NCBITaxon_4146,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=4146,Exact species candidate; confirms ID previously misused for Guizotia.
Stylosanthes guianensis,Stylosanthes guianensis,species,NCBITaxon_62615,NCBITaxon_62615,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=62615,Exact species candidate.
Andropogon spp,Andropogon,genus,NCBITaxon_15314,NCBITaxon_15314,map_unspecified_species_to_genus,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=15314,Source explicitly denotes unspecified species; preserve genus rank.
Brachiaria ruziziensis,Urochloa ruziziensis,species,NCBITaxon_240448,NCBITaxon_240450,replace_incorrect,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=240450,Legacy target identifies Urochloa brizantha; replace with reviewed species ID.
Pennisetum spp,Pennisetum,genus,NCBITaxon_4541,NCBITaxon_4541,map_unspecified_species_to_genus,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=4541,Source explicitly denotes unspecified species; preserve genus rank.
Pterocarpus erinaceus,Pterocarpus erinaceus,species,NCBITaxon_1071183,NCBITaxon_1071183,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1071183,Exact species candidate.
Lemna spp,Lemna,genus,NCBITaxon_4469,NCBITaxon_4469,map_unspecified_species_to_genus,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=4469,Source explicitly denotes unspecified species; preserve genus rank.
Humulus lupulus,Humulus lupulus,species,NCBITaxon_3486,NCBITaxon_3486,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=3486,Exact species candidate.
Gmelina arborea,Gmelina arborea,species,NCBITaxon_201509,NCBITaxon_201509,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=201509,Exact species candidate.
Oryctes rhinoceros,Oryctes rhinoceros,species,NCBITaxon_72550,NCBITaxon_72550,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=72550,Exact insect species candidate.
Acacia saligna,Acacia saligna,species,NCBITaxon_420411,NCBITaxon_420411,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=420411,Exact NCBI species candidate.
Afzelia africana,Afzelia africana,species,NCBITaxon_162641,NCBITaxon_162641,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=162641,Exact species candidate.
Centrosema pubescens,Centrosema pubescens,species,NCBITaxon_185703,NCBITaxon_185703,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=185703,Exact species candidate.
Citrus limon,Citrus x limon,species,NCBITaxon_2708,NCBITaxon_2708,accept_as_synonym,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2708,Use current hybrid-form name at unchanged identifier.
Macadamia integrifolia,Macadamia integrifolia,species,NCBITaxon_4230,NCBITaxon_60698,replace_incorrect,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=60698,Legacy target identifies Guizotia abyssinica; replace with macadamia species ID.
Rosmarinus officinalis,Salvia rosmarinus,species,NCBITaxon_39367,NCBITaxon_39367,accept_as_synonym,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=39367,Use current accepted name at unchanged identifier.
Curcuma longa,Curcuma longa,species,NCBITaxon_136217,NCBITaxon_136217,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=136217,Exact species candidate.
Cyamopsis tetragonoloba,Cyamopsis tetragonoloba,species,NCBITaxon_3832,NCBITaxon_3832,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=3832,Exact species candidate.
Pennisetum pedicellatum,Cenchrus pedicellatus,species,NCBITaxon_281133,NCBITaxon_281133,accept_as_synonym,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=281133,Use current accepted name at unchanged identifier.
Bothriochloa spp,Bothriochloa,genus,NCBITaxon_79826,NCBITaxon_79826,map_unspecified_species_to_genus,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=79826,Source explicitly denotes unspecified species; preserve genus rank.
Beta vulgaris subsp. vulgaris,Beta vulgaris subsp. vulgaris,subspecies,NCBITaxon_3555,NCBITaxon_3555,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=3555,Preserve explicit subspecies rank.
Amaranthus cruentus,Amaranthus cruentus,species,NCBITaxon_117272,NCBITaxon_117272,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=117272,Exact species candidate.
Cajanus cajan,Cajanus cajan,species,NCBITaxon_3821,NCBITaxon_3821,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=3821,Exact species candidate.
Chromolaena odorata,Chromolaena odorata,species,NCBITaxon_103745,NCBITaxon_103745,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=103745,Exact species candidate.
Allium cepa,Allium cepa,species,NCBITaxon_4679,NCBITaxon_4679,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=4679,Exact species candidate.
Ulva rigida,Ulva rigida,species,NCBITaxon_75689,NCBITaxon_75689,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=75689,Exact algal species candidate; no WFO assertion applies.
Schoenefeldia gracilis,Schoenefeldia gracilis,species,NCBITaxon_751703,NCBITaxon_751703,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=751703,Exact species candidate.
Pithecellobium dulce,Pithecellobium dulce,species,NCBITaxon_404691,NCBITaxon_404691,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=404691,Exact NCBI species candidate.
Erythrina abyssinica,Erythrina abyssinica,species,NCBITaxon_1237573,NCBITaxon_1237573,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1237573,Exact species candidate.
Musca domestica,Musca domestica,species,NCBITaxon_7370,NCBITaxon_7370,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7370,Exact insect species candidate.
Urtica dioica,Urtica dioica,species,NCBITaxon_3501,NCBITaxon_3501,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=3501,Exact species candidate.
Juglans regia,Juglans regia,species,NCBITaxon_51240,NCBITaxon_51240,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=51240,Exact species candidate.
Vachellia nilotica,Vachellia nilotica,species,NCBITaxon_138033,NCBITaxon_138033,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=138033,Exact current-name species candidate.
Eupatorium odoratum,Chromolaena odorata,species,NCBITaxon_103745,NCBITaxon_103745,accept_as_synonym,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=103745,Use current accepted name at unchanged identifier.
Persea americana,Persea americana,species,NCBITaxon_3435,NCBITaxon_3435,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=3435,Exact species candidate.
Carica papaya,Carica papaya,species,NCBITaxon_3649,NCBITaxon_3649,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=3649,Exact species candidate.
Eruca sativa,Eruca vesicaria subsp. sativa,subspecies,NCBITaxon_29727,NCBITaxon_29727,accept_as_synonym,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=29727,Use current accepted infraspecific name at unchanged identifier.
Carthamus tinctorius,Carthamus tinctorius,species,NCBITaxon_4222,NCBITaxon_4222,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=4222,Exact species candidate.
Brachiaria brizantha,Urochloa brizantha,species,NCBITaxon_240448,NCBITaxon_240448,accept_as_synonym,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=240448,Use current accepted name at unchanged identifier.
Pennisetum villosum,Cenchrus longisetus,species,NCBITaxon_29694,NCBITaxon_29694,accept_as_synonym,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=29694,Use current accepted name at unchanged identifier.
Aristida adscensionis,Aristida adscensionis,species,NCBITaxon_121766,NCBITaxon_121766,accept_existing,proposed-for-review,,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=121766,Exact species candidate.
