feed_material_id,old_property,old_target_id,implementation_action,new_property,new_target_id,review_status,reviewer,implementation_date,decision_record,rationale
AOM_001183,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001184,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001299,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001619,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001942,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002012,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002019,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002233,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002339,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006067,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006079,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006130,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006187,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006188,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006299,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006312,aom:ingredientPart,AOM_101031,retained-generated-assertion,aom:ingredientPart,AOM_101031,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000625,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001154,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001155,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001625,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001638,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001694,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001695,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001708,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001888,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001969,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002104,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002105,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006151,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006346,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006411,aom:ingredientPart,AOM_101032,retained-generated-assertion,aom:ingredientPart,AOM_101032,held,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000574,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000595,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000601,aom:ingredientPart,AOM_101033,retained-reviewed-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Explicit descriptor “haulm” mapped through hard-tail decision AOM_000601; assertion 2.
AOM_000603,aom:ingredientPart,AOM_101033,retained-reviewed-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Explicit descriptor “haulm” mapped through hard-tail decision AOM_000603; assertion 2.
AOM_000604,aom:ingredientPart,AOM_101033,retained-reviewed-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Explicit descriptor “haulm” mapped through hard-tail decision AOM_000604; assertion 2.
AOM_000609,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000635,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000708,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000709,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000711,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000730,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000733,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001120,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001123,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001125,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001127,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001129,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001132,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001134,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001140,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001143,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001148,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001150,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001170,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001181,aom:ingredientPart,AOM_101033,retained-reviewed-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Explicit descriptor “haulm” mapped through hard-tail decision AOM_001181; assertion 2.
AOM_001186,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001215,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001230,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001232,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001235,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001256,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001257,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001258,aom:ingredientPart,AOM_101033,retained-reviewed-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Explicit descriptor “haulm” mapped through hard-tail decision AOM_001258; assertion 2.
AOM_001263,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001266,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001270,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001286,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001298,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001345,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001525,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001528,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001531,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001534,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001550,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001559,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001591,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001592,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001593,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001594,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001597,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001600,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001609,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001612,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001626,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
