concept_id,preferred_label,ingredient_family,canonical_path,parent_label,definition_scope,decision,status,reviewer,review_date,evidence,rationale
AOM_000695,Luscious Pasture,Forage Plants,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Luscious Pasture,Cereal and Grass Forages,,hold_ambiguous_workbook_identity,held,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Workbook supplies label and hierarchy only; commercial/local identity, category conflict, or compound component/process semantics require citable evidence and structured review."
AOM_000697,Natural Pasture,Forage Plants,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Pasture/Natural Pasture,Pasture,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000700,Unspecified Grazing,Forage Plants,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Unspecified Grazing,Cereal and Grass Forages,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000718,Forage Trees,Forage Plants,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,Forage Plants,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000734,Other Forage Plants,Forage Plants,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants,Forage Plants,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000736,Supplement,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement,Feed Ingredient,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000737,Amino Acid,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Amino Acid,Supplement,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000743,Carboxymethyl Cellulose,Other Ingredients,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Carboxymethyl Cellulose,Binder,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000744,Cement,Other Ingredients,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Cement,Binder,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000745,Binder,Other Ingredients,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder,Other Ingredients,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000746,Chromium Oxide,Other Ingredients,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Digestibility Marker/Chromium Oxide,Digestibility Marker,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000747,Digestibility Marker,Other Ingredients,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Digestibility Marker,Other Ingredients,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000748,Asperozym (Fibrolytic Enzymes),Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Enzyme/Asperozym (Fibrolytic Enzymes),Enzyme,,hold_ambiguous_workbook_identity,held,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Workbook supplies label and hierarchy only; commercial/local identity, category conflict, or compound component/process semantics require citable evidence and structured review."
AOM_000749,Axtra Phy Broiler,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Enzyme/Axtra Phy Broiler,Enzyme,,hold_ambiguous_workbook_identity,held,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Workbook supplies label and hierarchy only; commercial/local identity, category conflict, or compound component/process semantics require citable evidence and structured review."
AOM_000753,Bicarbonate of Soda,Other Ingredients,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Bicarbonate of Soda,Other Ingredients,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000754,Calcium,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Calcium,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000755,Chalk,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Chalk,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000756,Copper,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Copper,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000757,Dicalcium Phosphate,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Dicalcium Phosphate,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000758,Iodated Salt,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Iodated Salt,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000759,Iodine,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Iodine,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000760,Lime,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Lime,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000763,Manganese,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Manganese,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000765,Maclik,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Mineral Block/Maclik,Mineral Block,,hold_ambiguous_workbook_identity,held,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Workbook supplies label and hierarchy only; commercial/local identity, category conflict, or compound component/process semantics require citable evidence and structured review."
AOM_000766,Mineral Lick,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Mineral Lick,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000768,Monocalcium Phosphate,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Monocalcium Phosphate,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000770,Phosphorus,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Phosphorus,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000772,Salt,Other Ingredients,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Mineral/Salt,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000774,Selenium,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Selenium,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000776,Sulphur,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Sulphur,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000777,Tricalcium Phosphate,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Tricalcium Phosphate,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000778,Zinc,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Zinc,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000779,Mineral,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral,Supplement,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000780,Lecithin,Other Ingredients,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Lecithin,Other Ingredients,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000781,Other Ingredients,Other Ingredients,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients,Feed Ingredient,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000782,Antitoxins,Other Ingredients,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Antitoxins,Other Ingredients,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000788,Vitamin B12,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin/Vitamin B12,Vitamin,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000789,Vitamin C,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin/Vitamin C,Vitamin,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000790,Vitamin E,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin/Vitamin E,Vitamin,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000791,Vitamin Mix,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin/Vitamin Mix,Vitamin,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000793,Vitamin,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin,Supplement,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000794,Minerals and Vitamins Mix,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mixture/Minerals and Vitamins Mix,Mixture,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000795,Mixture,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mixture,Supplement,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000799,Commercial Feed,Preformulated Feed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Commercial Feed,Preformulated Feed,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000800,Concentrate,Preformulated Feed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Concentrate,Preformulated Feed,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000803,Layer Concentrate,Preformulated Feed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Concentrate/Layer Concentrate,Concentrate,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000804,Total Mixed Ration,Preformulated Feed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Total Mixed Ration,Preformulated Feed,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000805,Imported Concentrate,Preformulated Feed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Concentrate/Imported Concentrate,Concentrate,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000807,Prebiotic,Prebiotic,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Prebiotic,Feed Ingredient,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000808,Fumaric Acid,Organic Acid,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Organic Acid/Fumaric Acid,Organic Acid,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_000809,Essential Fatty Acid,Essential Fatty Acid,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Essential Fatty Acid,Feed Ingredient,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_000811,Herb or Extract,Herb or Extract,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Herb or Extract,Feed Ingredient,category,approve_hierarchy_category_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,"Canonical workbook path establishes controlled classification role; definition adds no biological, chemical, or nutritional claim."
AOM_001066,Cobalt,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Cobalt,Mineral,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_001067,Copper Sulfate Anhydrous,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Copper/Copper Sulfate Anhydrous,Copper,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
AOM_001068,Pseudovitamin,Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Pseudovitamin,Supplement,identity,approve_workbook_identity_scope,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;sha256:f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438,Canonical workbook establishes governed ingredient identity and hierarchy; all unasserted material facets remain unspecified.
