collision_id,concept_id,preferred_label,origin,concept_type,hierarchy_path,broader_ids,broader_labels,facet_kind,target_property,value_class,definition,semantic_use_count,semantic_use_examples
IDENTITY-006,AOM_001380,Andropogon gayanus,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon gayanus,AOM_000701,Cereal and Grass Forages,,,,"An AOM feed material with governed operational source identity “Andropogon gayanus”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",0,
IDENTITY-007,AOM_001581,Andropogon gayanus Dried,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon gayanus/Andropogon gayanus Dried,AOM_001380,Andropogon gayanus,,,,A feed material with governed source identity “andropogon gayanus” and characteristics: processing method — Drying.,0,
IDENTITY-007,AOM_001875,Andropogon gayanus Dried,inherited,legacy_aom_concept,Species/Plant/Pasture Fodder/Grass/Andropogon gayanus/Andropogon gayanus Dried,AOM_000104,Andropogon gayanus,,,,"Gamba grass (Andropogon gayanus Kunth) is a perennial leafy grass of tropical Africa. Highly productive, drought- and fire-resistant grass, it forms dense stands used for pastures, hay and cut-and-carry systems. It is relished by livestock when young (before heading) and loses its nutritional value when it matures. [Feedipedia]",0,
IDENTITY-008,AOM_000002,Animal,inherited,legacy_aom_concept,Species/Animal,AOM_000001,Species,,,,A multicellular eukaryotic heterotrophic organism within the kingdom Animalia.,0,
IDENTITY-008,AOM_000559,Animal,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal,AOM_100850,Feed ingredient,,,,An AOM controlled category for “Animal” within “Feed Ingredient”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,0,
IDENTITY-009,AOM_003008,Animal Derived Fodders,inherited,legacy_aom_concept,Management/Livestock Practices/Feed Management/Feed Addition/Animal Derived Fodders,AOM_003003,Feed Addition,,,,"Feeds added to animal diets that are derived from animals, e.g. blood meal, fish meal, bone meal, fish oil, offals, etc.",0,
IDENTITY-009,AOM_003018,Animal Derived Fodders,inherited,legacy_aom_concept,Management/Livestock Practices/Feed Management/Feed Substitution/Animal Derived Fodders,AOM_003011,Feed Substitution,,,,"Components of a basal diet fully or partially substituted for feeds derived from animals, e.g. blood meal, fish meal, bone meal, fish oil, offals, etc.",0,
IDENTITY-010,AOM_000561,Animal Manures,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Manures,AOM_100850,Feed ingredient,,,,An AOM controlled category for “Animal Manures” within “Feed Ingredient”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,0,
IDENTITY-010,AOM_003007,Animal Manures,inherited,legacy_aom_concept,Management/Livestock Practices/Feed Management/Feed Addition/Animal Manures,AOM_003003,Feed Addition,,,,Feeds added to animal diets that are animal manures.,0,
IDENTITY-010,AOM_003017,Animal Manures,inherited,legacy_aom_concept,Management/Livestock Practices/Feed Management/Feed Substitution/Animal Manures,AOM_003011,Feed Substitution,,,,Components of a basal diet fully or partially substituted for animal manures.,0,
IDENTITY-011,AOM_000339,Antiplasmodial,inherited,legacy_aom_concept,Management/Livestock Management/Pest and Disease Management/Pesticide/Antiparasitic/Antiprotozoal/Antiplasmodial,AOM_000338,Antiprotozoal,,,,An antiparasitic drug which is effective against Apicomplexan parasites in the genus Plasmodium. The genus contains over 200 species and includes those responsible for malaria.,0,
IDENTITY-011,AOM_000351,Antiplasmodial,inherited,legacy_aom_concept,Management/Livestock Management/Pest and Disease Management/Antimicrobial/Antiprotozoal/Antiplasmodial,AOM_000350,Antiprotozoal,,,,An antiparasitic drug which is effective against Apicomplexan parasites in the genus Plasmodium. The genus contains over 200 species and includes those responsible for malaria.,0,
IDENTITY-012,AOM_000338,Antiprotozoal,inherited,legacy_aom_concept,Management/Livestock Management/Pest and Disease Management/Pesticide/Antiparasitic/Antiprotozoal,AOM_000331,Antiparasitic,,,,Any antimicrobial drug which is used to treat or prevent protozoal infections.,0,
IDENTITY-012,AOM_000350,Antiprotozoal,inherited,legacy_aom_concept,Management/Livestock Management/Pest and Disease Management/Antimicrobial/Antiprotozoal,AOM_000346,Antimicrobial,,,,Any antimicrobial drug which is used to treat or prevent protozoal infections.,0,
IDENTITY-013,AOM_000340,Antitrichomonal,inherited,legacy_aom_concept,Management/Livestock Management/Pest and Disease Management/Pesticide/Antiparasitic/Antiprotozoal/Antitrichomonal,AOM_000338,Antiprotozoal,,,,A drug used to treat trichomonas infections.,0,
IDENTITY-013,AOM_000352,Antitrichomonal,inherited,legacy_aom_concept,Management/Livestock Management/Pest and Disease Management/Antimicrobial/Antiprotozoal/Antitrichomonal,AOM_000350,Antiprotozoal,,,,A drug used to treat trichomonas infections.,0,
IDENTITY-014,AOM_000076,Blue Lupin,inherited,legacy_aom_concept,Species/Plant/Pasture Fodder/Legume/Blue Lupin,AOM_000059,Legume,,,,"Blue lupin (Lupinus angustifolius L.) is a legume crop used for seed and fodder. This species is the main lupin species used for forage. It is grazed green or as stubble or cut and made into hay or silage. Like other lupin species, blue lupin Seed are a potential alternative to soybeans. [Feedipedia]",0,
IDENTITY-014,AOM_001351,Blue Lupin,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Legume Products/Blue Lupin/Blue Lupin,AOM_100930,Blue lupin products,,,,"A crop-product feed material with governed identity “blue lupin”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",0,
IDENTITY-015,AOM_001459,Bothriochloa dried,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bothriochloa/Bothriochloa Dried,AOM_001458,Bothriochloa,,,,A feed material with governed source identity “bothriochloa” and characteristics: processing method — Drying.,0,
IDENTITY-015,AOM_001898,Bothriochloa dried,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bothriocloa/Bothriocloa Dried,AOM_100945,Bothriochloa forage materials,,,,,0,
IDENTITY-016,AOM_000066,Brachiaria brizantha,inherited,legacy_aom_concept,Species/Plant/Pasture Fodder/Grass/Brachiaria brizantha,AOM_000058,Grass,,,,"Bread grass (Brachiaria brizantha (Hochst. ex A. Rich.) Stapf) is a tufted perennial grass, usually 60-120 cm high (up to 200 cm), with deep roots (down to 2 m) and short rhizomes. It has stout, erect or slightly decumbent culms and bright green leaves. Inflorescence is a panicle consisting of 2-16 racemes, 4-20 cm long. Spikelets are usually on a single row, elliptical, 4-6 mm long with a sub-apical fringe of long purplish hairs. Brachiaria brizantha is very variable in habit, leafiness, hairiness and yield. It is similar to Brachiaria decumbens, though a little more tufted and with slightly different spikelets and shorter roots (Cook et al., 2005; FAO, 2010; Göhl, 1982; Husson et al., 2008). Brachiaria decumbens cv. Basilisk is now considered to be Brachiaria brizantha (FAO, 2016). Brachiaria brizantha makes an excellent multi-purpose and productive pasture that can withstand high stocking rates with good persistence under continuous or rotational grazing. Bread grass is also valuable for cut-and-carry feeding, hay and silage (Cook et al., 2005). It is also grown as ornamental hedges and for erosion control (Ecocrop, 2010). Several commercial varieties have been developed. [Feedipedia]",0,
IDENTITY-016,AOM_001385,Brachiaria brizantha,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Brachiaria brizantha,AOM_000701,Cereal and Grass Forages,,,,"A forage-plant feed material with governed identity “brachiaria brizantha”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",0,
IDENTITY-017,AOM_000067,Brachiaria hybrid,inherited,legacy_aom_concept,Species/Plant/Pasture Fodder/Grass/Brachiaria hybrid,AOM_000058,Grass,,,,A taxonomic concept used in AOM to identify Brachiaria hybrid within the Grass classification.,0,
IDENTITY-017,AOM_003385,Brachiaria hybrid,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Brachiaria hybrid,AOM_000701,Cereal and Grass Forages,,,,"A forage-plant feed material with governed source identity “brachiaria hybrid”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",0,
IDENTITY-018,AOM_000227,Calcium,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Minerals/Calcium,AOM_100849,Mineral content,,,,Any measurable characteristic related to the concentration of calcium in feed. Source: EOL,0,
IDENTITY-018,AOM_000754,Calcium,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Calcium,AOM_000779,Mineral,,,,"A feed-supplement ingredient with governed workbook identity “Calcium”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",0,
IDENTITY-019,AOM_000228,Carbohydrate,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Carbohydrate,AOM_000196,Feed Chemical Composition,,,,any measurable or observable characteristics related to the concentration of carbohydrate (CHEBI:16646) in feed,0,
IDENTITY-019,AOM_001577,Carbohydrate,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Carbohydrate,AOM_000736,Supplement,,,,"A feed-supplement ingredient with governed workbook identity “Carbohydrate”, classified within “Supplement”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",0,
IDENTITY-020,AOM_000973,Castrate Finisher Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Cattle;Buffalo/Young/Finisher/Finisher Male/Castrate Finisher Male,AOM_000975,Finisher Male,,,,A controlled rearing-stage category scoped to Cattle;Buffalo; used for records classified as “Castrate Finisher Male”.,0,
IDENTITY-020,AOM_001032,Castrate Finisher Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Pig/Young/Finisher/Finisher Male/Castrate Finisher Male,AOM_001030,Finisher Male,,,,A male pig that was castrated before reaching sexual maturity.,0,
IDENTITY-021,AOM_000972,Castrate Grower Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Cattle;Buffalo/Young/Grower/Grower Male/Castrate Grower Male,AOM_000974,Grower Male,,,,A controlled rearing-stage category scoped to Cattle;Buffalo; used for records classified as “Castrate Grower Male”.,0,
IDENTITY-021,AOM_001031,Castrate Grower Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Pig/Young/Grower/Grower Male/Castrate Grower Male,AOM_001029,Grower Male,,,,A male pig that was castrated before reaching sexual maturity.,0,
IDENTITY-022,AOM_000999,Castrate Yearling Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Sheep/Young/Yearling/Yearling Male/Castrate Yearling Male,AOM_000997,Yearling Male,,,,A controlled rearing-stage category scoped to Sheep; used for records classified as “Castrate Yearling Male”.,0,
IDENTITY-022,AOM_001016,Castrate Yearling Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Goat/Young/Yearling/Yearling Male/Castrate Yearling Male,AOM_001014,Yearling Male,,,,A controlled rearing-stage category scoped to Goat; used for records classified as “Castrate Yearling Male”.,0,
IDENTITY-023,AOM_001028,Castrate Young Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Pig/Young/Young Male/Castrate Young Male,AOM_001027,Young Male,,,,A male pig that was castrated before reaching sexual maturity.,0,
IDENTITY-023,AOM_001043,Castrate Young Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Chicken/Young/Young Male/Castrate Young Male,AOM_001042,Young Male,,,,A surgically neutered male chicken younger than four months old (previously younger than eight months).,0,
IDENTITY-024,AOM_000090,Cenchrus ciliaris,inherited,legacy_aom_concept,Species/Plant/Pasture Fodder/Grass/Cenchrus ciliaris,AOM_000058,Grass,,,,"Buffel grass (Cenchrus ciliaris L.) is a valuable tropical grass cultivated in Africa, Australia, and India. [Feedipedia]",0,
IDENTITY-024,AOM_000686,Cenchrus ciliaris,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cenchrus ciliaris,AOM_000701,Cereal and Grass Forages,,,,"A forage-plant feed material with governed identity “cenchrus ciliaris”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",0,
IDENTITY-025,AOM_000025,Chicken,inherited,legacy_aom_concept,Species/Animal/Terrestrial/Poultry or Game Bird/Chicken,AOM_000024,Poultry or Game Bird,,,,"The common domestic fowl, Gallus gallus. [Definition Source: NCI]",0,
IDENTITY-025,AOM_001039,Chicken,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Chicken,AOM_101002,Animal rearing stage,,,,A controlled rearing-stage category scoped to Chicken; used for records classified as “Chicken”.,0,
IDENTITY-026,AOM_000068,Chloris gayana,inherited,legacy_aom_concept,Species/Plant/Pasture Fodder/Grass/Chloris gayana,AOM_000058,Grass,,,,"Rhodes grass (Chloris gayana Kunth) is an important tropical grass widespread in tropical and subtropical countries. It is a useful forage for pasture and hay, drought-resistant and very productive, of high quality when young. [Feedipedia]",0,
IDENTITY-026,AOM_001402,Chloris gayana,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Chloris gayana,AOM_000701,Cereal and Grass Forages,,,,"Rhodes grass (Chloris gayana Kunth) is an important tropical grass widespread in tropical and subtropical countries. It is a useful forage for pasture and hay, drought-resistant and very productive, of high quality when young. [Feedipedia]",0,
IDENTITY-027,AOM_000234,Cobalt,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Minerals/Cobalt,AOM_100849,Mineral content,,,,any measurable characteristic related to the concentration of cobalt (CHEBI:27638) in feed,0,
IDENTITY-027,AOM_001066,Cobalt,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Cobalt,AOM_000779,Mineral,,,,"A feed-supplement ingredient with governed workbook identity “Cobalt”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",0,
IDENTITY-028,AOM_000341,Coccidiostat,inherited,legacy_aom_concept,Management/Livestock Management/Pest and Disease Management/Pesticide/Antiparasitic/Antiprotozoal/Coccidiostat,AOM_000338,Antiprotozoal,,,,An agent useful in the treatment or prevention of coccidiosis in man or animals.,0,
IDENTITY-028,AOM_000353,Coccidiostat,inherited,legacy_aom_concept,Management/Livestock Management/Pest and Disease Management/Antimicrobial/Antiprotozoal/Coccidiostat,AOM_000350,Antiprotozoal,,,,An agent useful in the treatment or prevention of coccidiosis in man or animals.,0,
IDENTITY-029,AOM_000236,Copper,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Minerals/Copper,AOM_100849,Mineral content,,,,any measurable characteristic related to the concentration of copper (CHEBI:28694) in food,0,
IDENTITY-029,AOM_000756,Copper,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Copper,AOM_000779,Mineral,,,,"A feed-supplement ingredient with governed workbook identity “Copper”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",0,
IDENTITY-030,AOM_001312,Cotton Seed,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Oil Plant Products/Cotton/Cotton Seed,AOM_000677,Oil Plant Products,,,,A feed material with governed source identity “cotton” and characteristics: ingredient part — Seed.,0,
IDENTITY-030,AOM_003973,Cotton Seed,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Oil Plant ByProducts/Cotton/Cotton Seed,AOM_100895,Cotton by-products,,,,A feed material with governed source identity “cotton” and characteristics: ingredient part — Seed.,0,
IDENTITY-031,AOM_000101,Crotalaria ochroleuca,inherited,legacy_aom_concept,Species/Plant/Pasture Fodder/Legume/Crotalaria ochroleuca,AOM_000059,Legume,,,,A taxonomic concept used in AOM to identify Crotalaria ochroleuca within the Legume classification.,0,
IDENTITY-031,AOM_001575,Crotalaria ochroleuca,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Crotalaria ochroleuca,AOM_000726,Legume Forages,,,,"A forage-plant feed material with governed source identity “crotalaria ochroleuca”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",0,
IDENTITY-032,AOM_000033,Crustacean,inherited,legacy_aom_concept,Species/Animal/Aquatic/Shellfish/Crustacean,AOM_000035,Shellfish,,,,"Crustaceans form a large, diverse arthropod taxon which includes such familiar animals as crabs, lobsters, crayfish, shrimp, krill, woodlice, and barnacles.",0,
IDENTITY-032,AOM_000542,Crustacean,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Crustacean,AOM_000559,Animal,,,,"A animal-derived feed material with governed identity “crustacean”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",0,
IDENTITY-033,AOM_000870,domesticated juvenile,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/rearing stage/juvenile/domesticated juvenile,AOM_000869,juvenile,,,,unit dedicated to the production of young animal feeding by himself (weaned animal or yolk sac resorption stage) and which can be transfered in pregrowing unit or growing unit. The animal is initially produced on a farm.Newborn->Juvenile->Pregrowout->Grower->Finisher,0,
IDENTITY-033,AOM_000879,domesticated juvenile,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/rearing stage/juvenile/domesticated juvenile,AOM_000878,juvenile,,,,unit dedicated to the production of young animal feeding by himself (weaned animal or yolk sac resorption stage) and which can be transfered in pregrowing unit or growing unit. The animal is initially produced on a farm,0,
IDENTITY-034,AOM_000187,Dry Matter,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Measurement Method/Dry Matter,AOM_000190,Measurement Method,,,,A livestock-management concept concerning Dry Matter within Measurement Method.,0,
IDENTITY-034,AOM_000240,Dry Matter,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Dry Matter,AOM_000196,Feed Chemical Composition,,,,"Dry matter is calculated as the difference between the total weight and the moisture content. It is usually obtained by oven-drying, but there are methods specific to products such as silages, fats and molasses. Usually abbreviated as DM. Source: Feedipedia",0,
IDENTITY-035,AOM_000146,Enzyme Treatment,inherited,legacy_aom_concept,Management/Livestock Management/Feed Management/Diet Change/Feed Processing/Biological Processing/Enzyme Treatment,AOM_000145,Biological Processing,,,,"Enzyme treatment is a biological feed processing technique that involves incorporating biologically derived catalysts, such as proteases, amylases, or cellulases, into raw feed materials before consumption by animals. These enzymes, typically produced by microorganisms or sourced from plants, act on specific substrates to break down complex molecules into simpler, more digestible components, enhancing nutrient availability and overall feed quality. This process is distinct from enzyme supplementation, where enzymes are added to the feed and act within the animal's digestive system after ingestion. (HV GPT4)",0,
IDENTITY-035,AOM_000820,Enzyme Treatment,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process/Enzyme Treatment,AOM_100990,Biological feed processes,processing_method,aom:processingMethod,aom:ProcessingMethod,"Enzyme treatment is a biological feed processing technique that involves incorporating biologically derived catalysts, such as proteases, amylases, or cellulases, into raw feed materials before consumption by animals. These enzymes, typically produced by microorganisms or sourced from plants, act on specific substrates to break down complex molecules into simpler, more digestible components, enhancing nutrient availability and overall feed quality. This process is distinct from enzyme supplementation, where enzymes are added to the feed and act within the animal's digestive system after ingestion. (HV GPT4)",7,AOM_006215:aom:processingMethod;AOM_006218:aom:processingMethod;AOM_006237:aom:processingMethod;AOM_006267:aom:processingMethod;AOM_006284:aom:processingMethod
IDENTITY-036,AOM_000188,Estimated,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Measurement Method/Estimated,AOM_000190,Measurement Method,,,,A livestock-management concept concerning Estimated within Measurement Method.,0,
IDENTITY-036,AOM_000289,Estimated,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Digestibility/Digestibility Measurement Method/Estimated,AOM_000300,Digestibility Measurement Method,,,,Digestibility is estimated using secondary data sources. For example the author may reference values from another publucation or a database.,0,
IDENTITY-037,AOM_000833,Extrusion,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Process/Thermal Process/Extrusion,AOM_000826,Thermal Process,,,,"Extrusion is a feed processing technique that involves forcing raw feed materials through a shaped die under high pressure and temperature conditions, resulting in a continuous, uniformly shaped product. This process can alter the physical and chemical properties of feed materials, improving digestibility, nutrient availability, and palatability. Extrusion is both a thermal and mechanical process. (HV GPT4)",0,
IDENTITY-037,AOM_000841,Extrusion,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Process/Mechanical Process/Extrusion,AOM_000837,Mechanical Process,,,,"Extrusion is a feed processing technique that involves forcing raw feed materials through a shaped die under high pressure and temperature conditions, resulting in a continuous, uniformly shaped product. This process can alter the physical and chemical properties of feed materials, improving digestibility, nutrient availability, and palatability. Extrusion is both a thermal and mechanical process. (HV GPT4)",0,
