target_uri,disposition,evidence,rationale
https://www.feedipedia.org/node/11838,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/11840,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/11843,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11847,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11850,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/11851,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/11852,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11876,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11880,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11884,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11886,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11888,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/11893,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11899,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11900,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/11901,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11910,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/11933,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/11946,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/11953,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11970,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/11991,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12005,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12006,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12011,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12013,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12015,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12020,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12022,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12024,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12026,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12030,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12049,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12050,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12053,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12054,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12067,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12081,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12087,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12091,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12094,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12096,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12100,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12114,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12116,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12117,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12149,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12155,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12165,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12169,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12173,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12174,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12192,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12193,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12199,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12210,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12212,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12228,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12232,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12233,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12242,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12243,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12249,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12262,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12266,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12271,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12275,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12278,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12280,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12282,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12286,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12288,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12290,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12304,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12305,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12310,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12312,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12317,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12323,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12329,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12330,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
https://www.feedipedia.org/node/12340,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12341,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12344,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12351,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12355,approved_label_available,review/livestock-v9/feedipedia_definition_evidence.csv;data/livestock-staging/approved_external_resource_labels.csv,Feedipedia page heading is frozen and published as external-resource label.
https://www.feedipedia.org/node/12361,held_label_not_cached,data/livestock-staging/mappings.csv,Mapping remains visible by URI; page heading awaits frozen retrieval evidence.
