concept_id,preferred_label,prior_blocker,decision,status,governed_source_identity,component_scope,process_scope,reviewer,review_date,evidence,rationale
AOM_001397,Bracharia decumbens,narrower_table_scope,approve_bounded_workbook_material_scope,approved,Bracharia decumbens,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001407,Panicum maximum,narrower_table_scope,approve_bounded_workbook_material_scope,approved,Panicum maximum,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001446,Sorghum sudanense,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Sorghum sudanense,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001455,Triticum,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Triticum,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001462,Cynadon dactylon,material_scope_unresolved,approve_bounded_workbook_material_scope,approved,Cynadon dactylon,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001479,Megathyrsus maximus,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Megathyrsus maximus,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001523,Tripsacum laxum,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Tripsacum laxum,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001524,Piliostigma thonningii,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Piliostigma thonningii,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001563,Ulva rigida,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Ulva rigida,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001582,Soybean,composition_state_distinction,approve_bounded_workbook_material_scope,approved,Soybean,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001618,Oat Fodder,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Oat Fodder,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001785,Elionurus muticus,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Elionurus muticus,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_001967,Grewia spp.,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Grewia spp.,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_002107,Cocoa Bean,source_material_distinction,approve_bounded_workbook_material_scope,approved,cocoa,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_002132,Rottboellia cochinchinensis,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Rottboellia cochinchinensis,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_002218,Mung Bean Haulm,granularity_mismatch,approve_bounded_workbook_material_scope,approved,mung bean,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_003075,Balanites aegyptiaca,granularity_mismatch,approve_bounded_workbook_material_scope,approved,Balanites aegyptiaca,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_003206,Poultry byproduct,granularity_mismatch,approve_bounded_workbook_material_scope,approved,poultry,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_003677,Panicum,narrower_table_scope,approve_bounded_workbook_material_scope,approved,Panicum,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_004255,Flaxseed,source_material_distinction,approve_bounded_workbook_material_scope,approved,flax,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_006031,Bambusa vulgaris,narrower_table_scope,approve_bounded_workbook_material_scope,approved,Bambusa vulgaris,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_006119,Hyparrhenia hirta,narrower_table_scope,approve_bounded_workbook_material_scope,approved,Hyparrhenia hirta,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
AOM_006369,Hyparrhenia,narrower_table_scope,approve_bounded_workbook_material_scope,approved,Hyparrhenia,unspecified,unspecified,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,"Canonical AOM identity and hierarchy establish operational feed-material scope. Definition must not infer plant part, whole-material integrity, process, form, composition, or nutrition beyond explicit facets."
