concept_id,language,definition,definition_method,status,reviewer,review_date,evidence,rationale
AOM_000053,en,A taxonomic concept used in AOM to identify Indian Prawn within the Crustacean classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000054,en,A taxonomic concept used in AOM to identify South African Abalone within the Gastropod classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000055,en,A taxonomic concept used in AOM to identify Plant within the Species classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000057,en,A taxonomic concept used in AOM to identify Other Fodder within the Pasture Fodder classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000058,en,A taxonomic concept used in AOM to identify Grass within the Pasture Fodder classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000059,en,A taxonomic concept used in AOM to identify Legume within the Pasture Fodder classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000060,en,A taxonomic concept used in AOM to identify Tree within the Pasture Fodder classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000061,en,A taxonomic concept used in AOM to identify Natural Vegetation within the Pasture Fodder classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000062,en,A taxonomic concept used in AOM to identify Brassica within the Pasture Fodder classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000067,en,A taxonomic concept used in AOM to identify Brachiaria hybrid within the Grass classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000070,en,A taxonomic concept used in AOM to identify Tall Fescue within the Grass classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000072,en,A taxonomic concept used in AOM to identify Westerwold Ryegrass within the Grass classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000077,en,A taxonomic concept used in AOM to identify Jointvetche within the Legume classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000078,en,A taxonomic concept used in AOM to identify Fodder Radish within the Brassica classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000079,en,A taxonomic concept used in AOM to identify Vetiver Grass within the Grass classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000080,en,A taxonomic concept used in AOM to identify Stipagrostis uniplumis within the Grass classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000081,en,A taxonomic concept used in AOM to identify Tassel Three-awn within the Grass classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000082,en,A taxonomic concept used in AOM to identify Sickle Grass within the Grass classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000084,en,A taxonomic concept used in AOM to identify Centrosema pascuorum within the Legume classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000091,en,A taxonomic concept used in AOM to identify Enteropogon monostachyos within the Grass classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000097,en,A taxonomic concept used in AOM to identify Chamaecrista rotundifolia within the Legume classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000098,en,A taxonomic concept used in AOM to identify Centrosema brasilianum within the Legume classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000100,en,A taxonomic concept used in AOM to identify Aeschynomene afraspera within the Legume classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000101,en,A taxonomic concept used in AOM to identify Crotalaria ochroleuca within the Legume classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000102,en,A taxonomic concept used in AOM to identify Trifolium quartinianum within the Legume classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000103,en,A taxonomic concept used in AOM to identify Trifolium steudneri within the Legume classification.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000106,en,"An AOM top-level classification for “Management”, used to organize governed concepts in this domain.",composed_from_governed_core_hierarchy_scope,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Governed top-level hierarchy establishes core classification role.
AOM_000164,en,A livestock-management concept concerning Improved Pasture within Pasture Management.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000171,en,A livestock-management concept concerning Optimization of Stocking Density within Pasture Management.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000173,en,A livestock-management concept concerning Disease Prevention within Animal Health.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000175,en,A livestock-management concept concerning Vaccinations within Disease Prevention.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000176,en,A livestock-management concept concerning Antiparasitics within Disease Prevention.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000177,en,A livestock-management concept concerning Antibiotics within Disease Prevention.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000178,en,A livestock-management concept concerning Growth Promotor within Feed Management.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000179,en,A livestock-management concept concerning N-inhibitors within Pasture Management.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000180,en,A livestock-management concept concerning Monitoring within Animal Health.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000187,en,A livestock-management concept concerning Dry Matter within Measurement Method.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000188,en,A livestock-management concept concerning Estimated within Measurement Method.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000189,en,A livestock-management concept concerning Measured within Measurement Method.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000190,en,A livestock-management concept concerning Measurement Method within Feed Chemical Composition.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000244,en,A livestock-management concept concerning Energy Content within Feed Chemical Composition.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000360,en,An AOM outcome concept for recording Productivity within Outcomes.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000361,en,An AOM outcome concept for recording Yield within Productivity.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000362,en,An AOM outcome concept for recording Product Yield within Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000363,en,An AOM outcome concept for recording Pasture within Product Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000366,en,An AOM outcome concept for recording Animals within Product Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000370,en,An AOM outcome concept for recording Meat Yield- Carcass within Meat Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000371,en,An AOM outcome concept for recording Meat Yield- Carcass Defeathered within Meat Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000372,en,An AOM outcome concept for recording Meat Yield-Cold Carcass within Meat Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000373,en,An AOM outcome concept for recording Meat Yield-Dressed within Meat Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000374,en,An AOM outcome concept for recording Meat Yield-Empty Carcass Meat Yield within Meat Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000375,en,An AOM outcome concept for recording Meat Yield-Eviscerated within Meat Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000376,en,An AOM outcome concept for recording Meat Yield-Final Body Weight within Meat Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000377,en,An AOM outcome concept for recording Meat Yield-Hot Carcass within Meat Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000378,en,An AOM outcome concept for recording Meat Yield-Non-carcass within Meat Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000379,en,An AOM outcome concept for recording Meat Yield-Slaughter Body within Meat Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000384,en,An AOM outcome concept for recording Wool Yield within Animals.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000392,en,An AOM outcome concept for recording Weaning Liveweight within Reproductive Yield.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000394,en,An AOM outcome concept for recording Labour Time-Male within Labour-Time.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000395,en,An AOM outcome concept for recording Labour Time-Female within Labour-Time.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000397,en,An AOM outcome concept for recording Economics within Productivity.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000398,en,An AOM outcome concept for recording Income within Economics.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000402,en,An AOM outcome concept for recording Return per Unit Production within Income.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000403,en,An AOM outcome concept for recording Costs within Economics.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000405,en,An AOM outcome concept for recording Total Cost per Animal within Total Cost per Asset.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000406,en,An AOM outcome concept for recording Total Cost per Area within Total Cost per Asset.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000407,en,An AOM outcome concept for recording Total Cost per Unit Production within Total Cost Efficiency.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000439,en,An AOM outcome concept for recording Labor Cost within Variable Cost.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000448,en,An AOM outcome concept for recording Labor Opportunity Cost within Opportunity Cost.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000449,en,An AOM outcome concept for recording Capital Opportunity Cost within Opportunity Cost.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000450,en,An AOM outcome concept for recording Land Opportunity Cost within Opportunity Cost.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000451,en,An AOM outcome concept for recording Monetary Private Benefits-Sale of produce within Monetary Private Benefits-Income.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000452,en,An AOM outcome concept for recording Monetary Private Benefits-Sale of manure within Monetary Private Benefits-Income.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000454,en,An AOM outcome concept for recording Non-Monetary Private Benefits-Consumption within Non-Monetary Private Benefits.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000456,en,An AOM outcome concept for recording Non-Monetary Private Benefits-Animal labour within Non-Monetary Private Benefits.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000457,en,An AOM outcome concept for recording Monetary Societal Benefits within Societal Benefits.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000458,en,An AOM outcome concept for recording Non-monetary Societal Benefits within Societal Benefits.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000459,en,An AOM outcome concept for recording Variable Cost-Tillage within Management Activities.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000460,en,An AOM outcome concept for recording Variable Cost-Weeding within Management Activities.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000461,en,An AOM outcome concept for recording Variable Cost-Harvesting within Management Activities.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000462,en,An AOM outcome concept for recording Variable Cost-Threshing within Management Activities.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000463,en,An AOM outcome concept for recording Variable Cost-Planting within Management Activities.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000464,en,An AOM outcome concept for recording Economic Performance within Economics.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000475,en,An AOM outcome concept for recording Environment within Outcomes.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000476,en,An AOM outcome concept for recording Biological within Environment.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000479,en,An AOM outcome concept for recording Physical within Environment.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000480,en,An AOM outcome concept for recording Soil Quality within Physical.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000495,en,An AOM outcome concept for recording Bulk Density within Soil Quality.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000499,en,An AOM outcome concept for recording Efficiency within Outcomes.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000501,en,An AOM outcome concept for recording Fertilizer Use Efficiency within Efficiency.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000502,en,An AOM outcome concept for recording Nitrogen Use Efficiency within Fertilizer Use Efficiency.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000503,en,An AOM outcome concept for recording Isotopic N within Nitrogen Use Efficiency.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000506,en,An AOM outcome concept for recording Partial N Balance within Nitrogen Use Efficiency.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000510,en,An AOM outcome concept for recording Phosphorus Use Efficiency within Fertilizer Use Efficiency.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000512,en,An AOM outcome concept for recording Feed Efficiency within Efficiency.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000519,en,An AOM outcome concept for recording Mitigation within Outcomes.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000520,en,An AOM outcome concept for recording Emissions within Mitigation.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000526,en,An AOM outcome concept for recording Carbon Stocks within Mitigation.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
AOM_000528,en,An AOM outcome concept for recording Total Biomass within Carbon Stocks.,composed_from_governed_hierarchy_role,approved,Pete Steward,2026-08-06,data/livestock-staging/concepts.csv,Definition states only approved hierarchy context and model role; no domain fact is inferred.
