feed_material_id,target_property,target_concept_id,target_label,rule_id,status,reviewer,review_date,evidence,rationale
AOM_000536,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000639,aom:ingredientPart,AOM_101104,Bran,COMPONENT-BRAN,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000641,aom:ingredientPart,AOM_101043,Tuber,COMPONENT-TUBER,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000647,aom:ingredientPart,AOM_101074,Grain,COMPONENT-GRAIN,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000647,aom:processingMethod,AOM_101091,Crushing,PROCESS-CRUSHED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000649,aom:ingredientPart,AOM_101074,Grain,COMPONENT-GRAIN,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000655,aom:ingredientPart,AOM_101074,Grain,COMPONENT-GRAIN,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000656,aom:ingredientPart,AOM_101074,Grain,COMPONENT-GRAIN,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000656,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000657,aom:ingredientPart,AOM_101074,Grain,COMPONENT-GRAIN,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000660,aom:ingredientPart,AOM_101074,Grain,COMPONENT-GRAIN,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000660,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000668,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000668,aom:processingMethod,AOM_101098,Roasting,PROCESS-ROASTED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000670,aom:processingMethod,AOM_101098,Roasting,PROCESS-ROASTED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000675,aom:ingredientPart,AOM_101038,Seed,COMPONENT-SEED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000675,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000679,aom:ingredientPart,AOM_101043,Tuber,COMPONENT-TUBER,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000681,aom:ingredientPart,AOM_101043,Tuber,COMPONENT-TUBER,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000688,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000692,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000692,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000698,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000708,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000708,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000709,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000709,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000711,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000711,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000713,aom:ingredientPart,AOM_101035,Pod,COMPONENT-POD,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000714,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000714,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000725,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000730,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000733,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000733,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000764,aom:physicalForm,AOM_101049,Block form,FORM-BLOCK,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_000783,aom:physicalForm,AOM_101049,Block form,FORM-BLOCK,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001094,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001096,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001098,aom:processingMethod,AOM_101089,Boiling,PROCESS-BOILED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001098,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001099,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001100,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001100,aom:processingMethod,AOM_101098,Roasting,PROCESS-ROASTED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001101,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001101,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001103,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001104,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001107,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001108,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001109,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001111,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001112,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001113,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001116,aom:processingMethod,AOM_101095,Grinding,PROCESS-GROUND,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001117,aom:processingMethod,AOM_101071,Drying,PROCESS-DRIED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001120,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001122,aom:ingredientPart,AOM_101035,Pod,COMPONENT-POD,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001123,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001125,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001127,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001127,aom:processingMethod,AOM_101102,Wilting,PROCESS-WILTED,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001129,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001132,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001134,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001140,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001143,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001148,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001150,aom:ingredientPart,AOM_101033,Leaf,COMPONENT-LEAF,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001154,aom:ingredientPart,AOM_101032,Kernel,COMPONENT-KERNEL,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.
