case_id,subject_id,mapping_relation,target_scheme,target_id,target_uri,original_value,status,source_release,reviewer,review_date,evidence,rationale
FEED-STRUCT-POULTRY-MEAL,AOM_101127,exactMatch,feedipedia,214,https://www.feedipedia.org/node/214,https://www.feedipedia.org/node/214,approved,AOM curation,Pete Steward,2026-08-11,https://www.feedipedia.org/node/214,Feedipedia datasheet directly defines poultry by-product meal identity and processing scope.
FEED-STRUCT-POULTRY-HIGH-PROTEIN,AOM_101127,narrowMatch,feedipedia,12911,https://www.feedipedia.org/node/12911,https://www.feedipedia.org/node/12911,approved,AOM curation,Pete Steward,2026-08-11,https://www.feedipedia.org/node/12911,High-protein poultry by-product meal is narrower external material retained without minting unsupported AOM identity.
COMPONENT-CHEMICAL-MAP-AOM_101029-PO_0009009,AOM_101029,relatedMatch,ontology,PO_0009009,http://purl.obolibrary.org/obo/PO_0009009,http://purl.obolibrary.org/obo/PO_0009009,approved,Plant Ontology commit 94750e01c897da6955c2fef97379f4d99cb333a8,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Concept-level definition comparison supports governed mapping relation.
COMPONENT-CHEMICAL-MAP-AOM_101033-PO_0025034,AOM_101033,exactMatch,ontology,PO_0025034,http://purl.obolibrary.org/obo/PO_0025034,http://purl.obolibrary.org/obo/PO_0025034,approved,Plant Ontology commit 94750e01c897da6955c2fef97379f4d99cb333a8,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Concept-level definition comparison supports governed mapping relation.
COMPONENT-CHEMICAL-MAP-AOM_101036-PO_0025248,AOM_101036,exactMatch,ontology,PO_0025248,http://purl.obolibrary.org/obo/PO_0025248,http://purl.obolibrary.org/obo/PO_0025248,approved,Plant Ontology commit 94750e01c897da6955c2fef97379f4d99cb333a8,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Concept-level definition comparison supports governed mapping relation.
COMPONENT-CHEMICAL-MAP-AOM_101121-PO_0004542,AOM_101121,exactMatch,ontology,PO_0004542,http://purl.obolibrary.org/obo/PO_0004542,http://purl.obolibrary.org/obo/PO_0004542,approved,Plant Ontology commit 94750e01c897da6955c2fef97379f4d99cb333a8,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Concept-level definition comparison supports governed mapping relation.
COMPONENT-CHEMICAL-MAP-AOM_101037-PO_0009005,AOM_101037,exactMatch,ontology,PO_0009005,http://purl.obolibrary.org/obo/PO_0009005,http://purl.obolibrary.org/obo/PO_0009005,approved,Plant Ontology commit 94750e01c897da6955c2fef97379f4d99cb333a8,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Concept-level definition comparison supports governed mapping relation.
COMPONENT-CHEMICAL-MAP-AOM_101038-PO_0009010,AOM_101038,exactMatch,ontology,PO_0009010,http://purl.obolibrary.org/obo/PO_0009010,http://purl.obolibrary.org/obo/PO_0009010,approved,Plant Ontology commit 94750e01c897da6955c2fef97379f4d99cb333a8,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Concept-level definition comparison supports governed mapping relation.
COMPONENT-CHEMICAL-MAP-AOM_101042-PO_0025066,AOM_101042,exactMatch,ontology,PO_0025066,http://purl.obolibrary.org/obo/PO_0025066,http://purl.obolibrary.org/obo/PO_0025066,approved,Plant Ontology commit 94750e01c897da6955c2fef97379f4d99cb333a8,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Concept-level definition comparison supports governed mapping relation.
COMPONENT-CHEMICAL-MAP-AOM_101047-PO_0009047,AOM_101047,exactMatch,ontology,PO_0009047,http://purl.obolibrary.org/obo/PO_0009047,http://purl.obolibrary.org/obo/PO_0009047,approved,Plant Ontology commit 94750e01c897da6955c2fef97379f4d99cb333a8,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Concept-level definition comparison supports governed mapping relation.
COMPONENT-CHEMICAL-MAP-AOM_101043-PO_0025522,AOM_101043,exactMatch,ontology,PO_0025522,http://purl.obolibrary.org/obo/PO_0025522,http://purl.obolibrary.org/obo/PO_0025522,approved,Plant Ontology commit 94750e01c897da6955c2fef97379f4d99cb333a8,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Concept-level definition comparison supports governed mapping relation.
COMPONENT-CHEMICAL-MAP-AOM_101122-UBERON_0002107,AOM_101122,exactMatch,ontology,UBERON_0002107,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/UBERON_0002107,approved,Uberon commit 1d91869610a93335203dc931a224302f42e8c530,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Concept-level definition comparison supports governed mapping relation.
