case_id,subject_id,subject_class,relation_property,object_id,object_class,status,reviewer,review_date,evidence,rationale
PROCESS-AXIS-REL-014,AOM_000819,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-015,AOM_000820,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-016,AOM_000820,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-017,AOM_000820,aom:ProcessingMethod,aom:processMechanism,AOM_101163,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Enzymatic or biochemical.
PROCESS-AXIS-REL-018,AOM_000820,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-019,AOM_000821,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-020,AOM_000821,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-021,AOM_000821,aom:ProcessingMethod,aom:processMechanism,AOM_101163,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Enzymatic or biochemical.
PROCESS-AXIS-REL-022,AOM_000821,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-023,AOM_000822,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-024,AOM_000822,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-025,AOM_000822,aom:ProcessingMethod,aom:processMechanism,AOM_101163,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Enzymatic or biochemical.
PROCESS-AXIS-REL-026,AOM_000822,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-027,AOM_000823,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-028,AOM_000823,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-029,AOM_000823,aom:ProcessingMethod,aom:processMechanism,AOM_101163,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Enzymatic or biochemical.
PROCESS-AXIS-REL-030,AOM_000823,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-031,AOM_000824,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-032,AOM_000824,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-033,AOM_000824,aom:ProcessingMethod,aom:processMechanism,AOM_101163,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Enzymatic or biochemical.
PROCESS-AXIS-REL-034,AOM_000824,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-035,AOM_000825,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-036,AOM_000825,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101171,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Antinutritional-factor reduction.
PROCESS-AXIS-REL-037,AOM_000825,aom:ProcessingMethod,aom:processMechanism,AOM_101163,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Enzymatic or biochemical.
PROCESS-AXIS-REL-038,AOM_000825,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-039,AOM_000827,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-040,AOM_000827,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101171,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Antinutritional-factor reduction.
PROCESS-AXIS-REL-041,AOM_000827,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101172,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Safety improvement.
PROCESS-AXIS-REL-042,AOM_000827,aom:ProcessingMethod,aom:processMechanism,AOM_000826,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Thermal.
PROCESS-AXIS-REL-043,AOM_000827,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-044,AOM_000828,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-045,AOM_000828,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101171,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Antinutritional-factor reduction.
PROCESS-AXIS-REL-046,AOM_000828,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101172,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Safety improvement.
PROCESS-AXIS-REL-047,AOM_000828,aom:ProcessingMethod,aom:processMechanism,AOM_000826,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Thermal.
PROCESS-AXIS-REL-048,AOM_000828,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-049,AOM_000829,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-050,AOM_000829,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101171,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Antinutritional-factor reduction.
PROCESS-AXIS-REL-051,AOM_000829,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101172,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Safety improvement.
PROCESS-AXIS-REL-052,AOM_000829,aom:ProcessingMethod,aom:processMechanism,AOM_000826,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Thermal.
PROCESS-AXIS-REL-053,AOM_000829,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-054,AOM_000830,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-055,AOM_000830,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-056,AOM_000830,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101174,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Preservation or storage-stability improvement.
PROCESS-AXIS-REL-057,AOM_000830,aom:ProcessingMethod,aom:processMechanism,AOM_100990,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Biological.
PROCESS-AXIS-REL-058,AOM_000830,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-059,AOM_000830,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101165,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Preservation or stabilisation.
PROCESS-AXIS-REL-060,AOM_000831,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101173,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Palatability or intake improvement.
PROCESS-AXIS-REL-061,AOM_000831,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101174,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Preservation or storage-stability improvement.
PROCESS-AXIS-REL-062,AOM_000831,aom:ProcessingMethod,aom:processMechanism,AOM_100990,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Biological.
PROCESS-AXIS-REL-063,AOM_000831,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-064,AOM_000831,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101165,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Preservation or stabilisation.
PROCESS-AXIS-REL-065,AOM_000832,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-066,AOM_000832,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101171,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Antinutritional-factor reduction.
PROCESS-AXIS-REL-067,AOM_000832,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101172,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Safety improvement.
PROCESS-AXIS-REL-068,AOM_000832,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101173,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Palatability improvement.
PROCESS-AXIS-REL-069,AOM_000832,aom:ProcessingMethod,aom:processMechanism,AOM_000826,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Thermal.
PROCESS-AXIS-REL-070,AOM_000832,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-071,AOM_000833,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-072,AOM_000833,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101173,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Palatability or intake improvement.
PROCESS-AXIS-REL-073,AOM_000833,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling or mixing improvement.
PROCESS-AXIS-REL-074,AOM_000833,aom:ProcessingMethod,aom:processMechanism,AOM_000826,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Thermal.
PROCESS-AXIS-REL-075,AOM_000833,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-076,AOM_000833,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101131,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Shaping or agglomeration.
PROCESS-AXIS-REL-077,AOM_000834,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-078,AOM_000834,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling or mixing improvement.
PROCESS-AXIS-REL-079,AOM_000834,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-080,AOM_000834,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101129,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Particle-size reduction.
PROCESS-AXIS-REL-081,AOM_000835,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-082,AOM_000835,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling or mixing improvement.
PROCESS-AXIS-REL-083,AOM_000835,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-084,AOM_000835,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101129,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Particle-size reduction.
PROCESS-AXIS-REL-085,AOM_000836,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-086,AOM_000836,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling or mixing improvement.
PROCESS-AXIS-REL-087,AOM_000836,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-088,AOM_000836,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101129,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Particle-size reduction.
PROCESS-AXIS-REL-089,AOM_000838,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling or mixing improvement.
