concept_id,preferred_label,implementation_status,semantic_class,target_parent_id,status,reviewer,review_date,evidence,rationale
AOM_000780,Lecithin,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-use-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Lecithin status depends on product identity and intended technological function.
AOM_000781,Unresolved other-ingredient classifications,implemented-structural,,,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Other Ingredients provides no reusable semantics and hides unresolved identity decisions.
AOM_000782,Antitoxins,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Antitoxin does not identify one substance or product.
AOM_000783,Molasses & Urea Block,implemented,aom:FeedFormulation,AOM_001491,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Molasses and urea block is a formulation.
AOM_000787,Choline Cloride,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-substance-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_000788,Vitamin B12,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-substance-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_000789,Vitamin C,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-substance-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_000790,Vitamin E,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-substance-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_000791,Vitamin Mix,implemented,aom:FeedFormulation,AOM_101141,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Vitamin mixtures are multi-component preparations, not single material substances."
AOM_000793,Vitamin,implemented-structural,,AOM_101136,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Vitamin substances are nutritional additives; vitamin mixes are premixtures or formulations.
AOM_000794,Minerals and Vitamins Mix,implemented,aom:FeedFormulation,AOM_101155,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Mixtures are formulations, not single feed materials."
AOM_000795,Mineral and vitamin feed mixtures,implemented,aom:FeedFormulation,AOM_101155,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Mixtures are formulations, not single feed materials."
AOM_000807,Prebiotic,implemented-structural,,AOM_101137,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Prebiotic describes intended physiological function and may apply to different substances.
AOM_000808,Fumaric Acid,implemented,,AOM_006389,approved,Pete Steward,2026-08-16,EU-2011-25;EU-2021-758;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Chemical identity alone cannot decide feed-material versus additive product status.
AOM_000809,Essential Fatty Acid,implemented,,AOM_101023,approved,Pete Steward,2026-08-16,EU-2011-25;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,This is a chemical/nutritional category rather than one feed-material or additive product.
AOM_000811,Herb or Extract,hold,,AOM_101142,hold,Pete Steward,2026-08-12,requires-concept-review;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Herbs and extracts require separate material identity and processing assertions.
AOM_000838,Flour milling,implemented-structural,,,approved,Pete Steward,2026-08-12,process-definition-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_001066,Cobalt,hold,aom:Feed,AOM_000779,hold,Pete Steward,2026-08-12,requires-compound-and-use-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Element label alone does not identify a feed material or authorized additive preparation.
AOM_001067,Copper Sulfate Anhydrous,hold,aom:Feed,AOM_000779,hold,Pete Steward,2026-08-12,requires-authorization-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Trace-element compound use requires product and authorization evidence.
AOM_001068,Pseudovitamin,hold,,AOM_101142,hold,Pete Steward,2026-08-16,EU-2011-25;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Placement under chemical substances is plausible but definition and member scope need evidence.
AOM_001069,Inositol,implemented,,AOM_101147,approved,Pete Steward,2026-08-16,EU-2011-25;EU-2021-758;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Retain chemical identity independently; classify any material or additive product case by case.
AOM_001091,Anti-mycotoxin,implemented-structural,,AOM_101138,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,EU feed-additive functional groups explicitly represent substances reducing mycotoxin contamination.
AOM_001367,Ammonium Chloride,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001368,Ammonium Sulphate,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001369,Calcium Bicarbonate,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001370,Calcium Carbonate,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001371,Calcium Oxide,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001372,Calcium Phosphate,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001373,Cellulose,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001374,Gelatin,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001375,Choline Cloride Ground,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-substance-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_001376,Dexapanthenol,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-substance-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_001377,Methionine,implemented,aom:FeedAdditive,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"EU feed-additive categories place amino acids, salts, and analogues under nutritional additives."
AOM_001378,Magnesium Oxide,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001415,Mineral Mix,implemented,aom:FeedFormulation,AOM_101140,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Blocks, licks, and mixes are multi-component formulations."
AOM_001417,Zinc Manganese,hold,aom:Feed,AOM_000779,hold,Pete Steward,2026-08-12,requires-authorization-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Trace-element compound use requires product and authorization evidence.
AOM_001418,Zinc Oxide,hold,aom:Feed,AOM_000779,hold,Pete Steward,2026-08-12,requires-authorization-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Trace-element compound use requires product and authorization evidence.
AOM_001423,Bentonite,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001427,Potassium Carbonate,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001428,Minerals and Salt,implemented,aom:FeedFormulation,AOM_101155,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Mixtures are formulations, not single feed materials."
AOM_001431,Minerals and Urea Mix,implemented,aom:FeedFormulation,AOM_101155,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Mixtures are formulations, not single feed materials."
AOM_001433,Tryptophan,implemented,aom:FeedAdditive,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"EU feed-additive categories place amino acids, salts, and analogues under nutritional additives."
AOM_001486,Lignobond,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001487,Sodium Sulfate,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001490,Trimethyl Cellulose,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001497,Megalac,implemented,aom:FeedMaterial,,approved,Pete Steward,2026-08-12,product-evidence-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Manufacturer identifies Megalac as calcium-salt rumen-protected fat made from PFAD.
AOM_001500,ACTIPAL HP 1,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,ACTIPAL HP 1 remains an explicit product-class hold.
AOM_001503,Polyethylene,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001504,Polyethylene glycol,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001505,Polyvitamins,implemented,aom:FeedFormulation,AOM_101141,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Vitamin mixtures are multi-component preparations, not single material substances."
AOM_001506,Kanwa-Potassium Salt,hold,aom:Feed,AOM_000779,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Current Mineral parent cannot establish material, additive, formulation, or constituent role."
AOM_001507,Unspecified,implemented-structural,,,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Unspecified is a data-quality state, not a feed material."
AOM_001509,Potassium Humate,hold,aom:Feed,AOM_000779,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Current Mineral parent cannot establish material, additive, formulation, or constituent role."
AOM_001571,Protein,implemented-structural,,AOM_101023,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Casein and gluten products are materials; Protein is a constituent class.
AOM_001572,Casein,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Material identity must not be inferred from Protein constituent parent alone.
AOM_001577,Carbohydrate,implemented-structural,,AOM_101023,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Carbohydrate is a constituent class; dextrin requires a substance/use decision.
AOM_001578,Dextrin,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-use-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Dextrin needs explicit material/additive use evidence.
AOM_001579,Elancoban,implemented,aom:FeedAdditive,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Elancoban is monensin-sodium feed additive used for coccidiosis control.
AOM_001746,Dicalcium Phosphate Dried Ground,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001749,Urea,implemented,aom:FeedAdditive,AOM_101136,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,EU Regulation 1831/2003 places urea and derivatives under nutritional additives.
