concept_id,preferred_label,facet,target_property,value_class,concept_role,status,reviewer,review_date,evidence
AOM_101115,Feed component-retention states,component_retention_state,aom:componentRetentionState,aom:ComponentRetentionState,facet_root,approved,Pete Steward,2026-08-21,docs/decisions/0049-composition-form-and-component-retention-model.md
AOM_101117,Flower,anatomical_part,aom:ingredientPart,aom:FeedMaterialPartCategory,facet_value,approved,Pete Steward,2026-08-05,docs/decisions/0029-semantic-model-hard-tail-extension.md
AOM_101118,Slurry consistency,bulk_consistency,aom:bulkConsistency,aom:FeedBulkConsistency,facet_value,approved,Pete Steward,2026-08-11,docs/decisions/0042-feed-process-and-material-state-axes.md
AOM_101121,Rhizome,anatomical_part,aom:ingredientPart,aom:FeedMaterialPartCategory,facet_value,approved,Pete Steward,2026-08-05,docs/decisions/0029-semantic-model-hard-tail-extension.md
AOM_101122,Liver,anatomical_part,aom:ingredientPart,aom:FeedMaterialPartCategory,facet_value,approved,Pete Steward,2026-08-05,docs/decisions/0029-semantic-model-hard-tail-extension.md
AOM_101123,Stacking,processing_method,aom:processingMethod,aom:ProcessingMethod,facet_value,approved,Pete Steward,2026-08-05,docs/decisions/0029-semantic-model-hard-tail-extension.md
AOM_101124,Distillation,processing_method,aom:processingMethod,aom:ProcessingMethod,facet_value,approved,Pete Steward,2026-08-05,docs/decisions/0029-semantic-model-hard-tail-extension.md
AOM_101125,Comminuted particle form,presentation_form,aom:presentationForm,aom:FeedPresentationForm,facet_value,approved,Pete Steward,2026-08-11,docs/decisions/0041-feed-material-structural-model.md
AOM_101126,Meal form,presentation_form,aom:presentationForm,aom:FeedPresentationForm,facet_value,approved,Pete Steward,2026-08-11,docs/decisions/0041-feed-material-structural-model.md
AOM_101128,Rendering,processing_method,aom:processingMethod,aom:ProcessingMethod,facet_value,approved,Pete Steward,2026-08-11,docs/decisions/0041-feed-material-structural-model.md
AOM_101132,Feed bulk consistencies,bulk_consistency,aom:bulkConsistency,aom:FeedBulkConsistency,facet_root,approved,Pete Steward,2026-08-11,docs/decisions/0043-feed-formulation-and-descriptor-model.md
AOM_101133,Feed moisture conditions,moisture_condition,aom:moistureCondition,aom:FeedMoistureCondition,facet_root,approved,Pete Steward,2026-08-11,docs/decisions/0043-feed-formulation-and-descriptor-model.md
AOM_101134,Native-fat retention,component_retention_state,aom:componentRetentionState,aom:ComponentRetentionState,facet_value,approved,Pete Steward,2026-08-21,docs/decisions/0049-composition-form-and-component-retention-model.md
AOM_000831,Ensiling,processing_method,aom:processingMethod,aom:ProcessingMethod,facet_value,approved,Pete Steward,2026-08-05,data/livestock-staging/definitions.csv
AOM_001510,Fresh moisture condition,moisture_condition,aom:moistureCondition,aom:FeedMoistureCondition,facet_value,approved,Pete Steward,2026-08-05,data/livestock-staging/definitions.csv
AOM_101143,Processed material fractions,material_component,aom:materialComponent,aom:FeedMaterialComponent,facet_root,approved,Pete Steward,2026-08-12,docs/decisions/0044-feed-taxonomy-axis-reclassification.md
AOM_101145,Animal body substances,material_component,aom:materialComponent,aom:FeedMaterialComponent,facet_root,approved,Pete Steward,2026-08-12,docs/decisions/0044-feed-taxonomy-axis-reclassification.md
AOM_101148,Feed product roles,product_role,aom:productRole,aom:ProductRole,facet_root,approved,Pete Steward,2026-08-12,docs/decisions/0044-feed-taxonomy-axis-reclassification.md
AOM_101149,Feed functional roles,functional_role,aom:functionalRole,aom:FeedFunctionalRole,facet_root,approved,Pete Steward,2026-08-12,docs/decisions/0044-feed-taxonomy-axis-reclassification.md
AOM_101150,Feed experimental roles,experimental_role,aom:experimentalRole,aom:ExperimentalFeedRole,facet_root,approved,Pete Steward,2026-08-12,docs/decisions/0044-feed-taxonomy-axis-reclassification.md
AOM_101151,Digestibility-marker role,experimental_role,aom:experimentalRole,aom:ExperimentalFeedRole,facet_value,approved,Pete Steward,2026-08-12,docs/decisions/0044-feed-taxonomy-axis-reclassification.md
AOM_101152,Filler role,functional_role,aom:functionalRole,aom:FeedFunctionalRole,facet_value,approved,Pete Steward,2026-08-12,docs/decisions/0044-feed-taxonomy-axis-reclassification.md
AOM_101153,Endosperm,anatomical_component,aom:materialComponent,aom:FeedMaterialPartCategory,facet_value,approved,Pete Steward,2026-08-12,docs/decisions/0044-feed-taxonomy-axis-reclassification.md
AOM_001571,Protein,chemical_constituent,aom:primaryConstituent,aom:ChemicalConstituent,facet_value,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md
AOM_001616,Blood,material_component,aom:materialComponent,aom:FeedMaterialComponent,facet_value,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md
