concept_id,preferred_label,feedipedia_url,retrieved_on,http_status,final_url,page_title,page_heading,page_kind,shared_mapping_count,warning_detected,lexical_relation,evidence_disposition,retrieval_error,rationale
AOM_000682,Water Hyacinth,https://www.feedipedia.org/node/12735,2026-08-06,200,https://www.feedipedia.org/node/12735,"Water hyacinth (Eichhornia crassipes), whole plant with roots, fresh | Feedipedia","Water hyacinth (Eichhornia crassipes), whole plant with roots, fresh",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_000683,Aquatic Plants,https://www.feedipedia.org/content/feeds?category=13587,2026-08-06,200,https://www.feedipedia.org/content/feeds?category=13587,List of feeds | Feedipedia,List of feeds,category_list,1,false,different_label_or_scope,hold_category_not_concept,,"Feed listing is discovery evidence, not evidence for one material identity."
AOM_000686,Cenchrus ciliaris,https://www.feedipedia.org/node/11899,2026-08-06,200,https://www.feedipedia.org/node/11899,"Buffel grass (Cenchrus ciliaris), aerial part, fresh | Feedipedia","Buffel grass (Cenchrus ciliaris), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_000689,Pennisetum purpureum,https://www.feedipedia.org/node/12365,2026-08-06,200,https://www.feedipedia.org/node/12365,"Elephant grass (Pennisetum purpureum), aerial part, fresh | Feedipedia","Elephant grass (Pennisetum purpureum), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_000701,Cereal and Grass Forages,https://www.feedipedia.org/content/feeds?category=13593,2026-08-06,200,https://www.feedipedia.org/content/feeds?category=13593,List of feeds | Feedipedia,List of feeds,category_list,1,false,different_label_or_scope,hold_category_not_concept,,"Feed listing is discovery evidence, not evidence for one material identity."
AOM_000704,Acacia nilotica,https://www.feedipedia.org/node/11794,2026-08-06,200,https://www.feedipedia.org/node/11794,"Babul (Acacia nilotica), pods, dry | Feedipedia","Babul (Acacia nilotica), pods, dry",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_000705,Acacia sieberiana,https://www.feedipedia.org/node/12426,2026-08-06,200,https://www.feedipedia.org/node/12426,"Paperback thorn (Acacia sieberiana), pods, dry | Feedipedia","Paperback thorn (Acacia sieberiana), pods, dry",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_000706,Acacia tortilis,https://www.feedipedia.org/node/12810,2026-08-06,200,https://www.feedipedia.org/node/12810,"Umbrella thorn leaves, dry | Feedipedia","Umbrella thorn leaves, dry",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_000710,Leucaena leucocephala,https://www.feedipedia.org/node/11650,2026-08-06,200,https://www.feedipedia.org/node/11650,"Leucaena leucocephala, aerial part, fresh | Feedipedia","Leucaena leucocephala, aerial part, fresh",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_000712,Prosopis juliflora,https://www.feedipedia.org/node/12329,2026-08-06,200,https://www.feedipedia.org/node/12329,"Mesquite (Prosopis juliflora), pod husks | Feedipedia","Mesquite (Prosopis juliflora), pod husks",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_000716,Tithonia diversifolia,https://www.feedipedia.org/node/19894,2026-08-06,200,https://www.feedipedia.org/node/19894,"Mexican sunflower (Tithonia diversifolia), aerial part, dried | Feedipedia","Mexican sunflower (Tithonia diversifolia), aerial part, dried",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_000719,Alfalfa,https://www.feedipedia.org/node/11745,2026-08-06,200,https://www.feedipedia.org/node/11745,"Alfalfa, aerial part, fresh | Feedipedia","Alfalfa, aerial part, fresh",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_000735,Forage Plants,https://www.feedipedia.org/content/feeds?category=15965,2026-08-06,200,https://www.feedipedia.org/content/feeds?category=15965,List of feeds | Feedipedia,List of feeds,category_list,1,false,different_label_or_scope,hold_category_not_concept,,"Feed listing is discovery evidence, not evidence for one material identity."
AOM_001095,Cattle Manure,https://www.feedipedia.org/node/11953,2026-08-06,200,https://www.feedipedia.org/node/11953,"Cattle manure, fresh | Feedipedia","Cattle manure, fresh",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001106,Meat and Bone,https://www.feedipedia.org/node/12323,2026-08-06,200,https://www.feedipedia.org/node/12323,"Meat and bone meal, high-fat | Feedipedia","Meat and bone meal, high-fat",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001121,Acacia senegal,https://www.feedipedia.org/node/12174,2026-08-06,200,https://www.feedipedia.org/node/12174,"Gum arabic tree (Acacia senegal), pods, dry | Feedipedia","Gum arabic tree (Acacia senegal), pods, dry",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001131,Azadirachta indica,https://www.feedipedia.org/node/12312,2026-08-06,200,https://www.feedipedia.org/node/12312,"Neem (Azadirachta indica), leaves, fresh | Feedipedia","Neem (Azadirachta indica), leaves, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001133,Calliandra calothyrsus,https://www.feedipedia.org/node/22184,2026-08-06,200,https://www.feedipedia.org/node/22184,"Calliandra (Calliandra calothyrsus), aerial part, fresh | Feedipedia","Calliandra (Calliandra calothyrsus), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001138,Combretum apiculatum,https://www.feedipedia.org/node/12507,2026-08-06,200,https://www.feedipedia.org/node/12507,"Red bush willow (Combretum apiculatum), aerial part, fresh | Feedipedia","Red bush willow (Combretum apiculatum), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001141,Dichrostachys cinerea,https://www.feedipedia.org/node/20078,2026-08-06,200,https://www.feedipedia.org/node/20078,"Sicklebush (Dichrostachys cinerea), aerial part, fresh | Feedipedia","Sicklebush (Dichrostachys cinerea), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001145,Faidherbia albida,https://www.feedipedia.org/node/11539,2026-08-06,200,https://www.feedipedia.org/node/11539,"Apple-ring acacia, leaves, dry | Feedipedia","Apple-ring acacia, leaves, dry",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001149,Gliricidia sepium,https://www.feedipedia.org/node/11617,2026-08-06,200,https://www.feedipedia.org/node/11617,"Gliricidia, leaves, fresh | Feedipedia","Gliricidia, leaves, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001151,Gmelina arborea,https://www.feedipedia.org/node/616,2026-08-06,200,https://www.feedipedia.org/node/616,Gmelina (Gmelina arborea) | Feedipedia,Gmelina (Gmelina arborea),warned_page,1,true,feedipedia_scope_broader,hold_source_warning,,Source carries an under-construction or do-not-quote warning.
AOM_001152,Moringa oleifera,https://www.feedipedia.org/node/12344,2026-08-06,200,https://www.feedipedia.org/node/12344,"Moringa (Moringa oleifera), leaves, fresh | Feedipedia","Moringa (Moringa oleifera), leaves, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001166,Opuntia ficus indica,https://www.feedipedia.org/node/11595,2026-08-06,200,https://www.feedipedia.org/node/11595,"Prickly pear, cladodes, fresh | Feedipedia","Prickly pear, cladodes, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001169,Pithecellobium dulce,https://www.feedipedia.org/node/12310,2026-08-06,200,https://www.feedipedia.org/node/12310,"Manila tamarind (Pithecellobium dulce), leaves, fresh | Feedipedia","Manila tamarind (Pithecellobium dulce), leaves, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001190,Noug,https://www.feedipedia.org/node/12373,2026-08-06,200,https://www.feedipedia.org/node/12373,"Niger (Guizotia abyssinica) oil meal, expeller extraction | Feedipedia","Niger (Guizotia abyssinica) oil meal, expeller extraction",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001192,Olive Cake,https://www.feedipedia.org/node/12886,2026-08-06,200,https://www.feedipedia.org/node/12886,"Olive oil cake, crude, without stones | Feedipedia","Olive oil cake, crude, without stones",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001199,Breadfruit,https://www.feedipedia.org/node/11886,2026-08-06,200,https://www.feedipedia.org/node/11886,"Breadfruit tree (Artocarpus altilis), fruit, whole, fresh | Feedipedia","Breadfruit tree (Artocarpus altilis), fruit, whole, fresh",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001202,Barley,https://www.feedipedia.org/node/11705,2026-08-06,200,https://www.feedipedia.org/node/11705,Barley grain | Feedipedia,Barley grain,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001207,Canavalia gladiata,https://www.feedipedia.org/node/12685,2026-08-06,200,https://www.feedipedia.org/node/12685,"Sword bean (Canavalia gladiata), seeds | Feedipedia","Sword bean (Canavalia gladiata), seeds",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001208,Centrosema pubescens,https://www.feedipedia.org/node/11544,2026-08-06,200,https://www.feedipedia.org/node/11544,"Centro, aerial part, fresh | Feedipedia","Centro, aerial part, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001212,Desmodium intortum,https://www.feedipedia.org/node/19048,2026-08-06,200,https://www.feedipedia.org/node/19048,"Greenleaf desmodium (Desmodium intortum), hay | Feedipedia","Greenleaf desmodium (Desmodium intortum), hay",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001216,Indigofera indica,https://www.feedipedia.org/node/12179,2026-08-06,200,https://www.feedipedia.org/node/12179,"Hairy indigo (Indigofera hirsuta), aerial part, fresh | Feedipedia","Hairy indigo (Indigofera hirsuta), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001221,Macroptilium atropurpureum,https://www.feedipedia.org/node/15457,2026-08-06,200,https://www.feedipedia.org/node/15457,"Siratro (Macroptilium atropurpureum), aerial part, hay | Feedipedia","Siratro (Macroptilium atropurpureum), aerial part, hay",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001227,Mucuna pruriens,https://www.feedipedia.org/node/12716,2026-08-06,200,https://www.feedipedia.org/node/12716,"Velvet bean (Mucuna pruriens), hay | Feedipedia","Velvet bean (Mucuna pruriens), hay",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001231,Pueraria phaseoloides,https://www.feedipedia.org/node/12709,2026-08-06,200,https://www.feedipedia.org/node/12709,"Tropical kudzu (Pueraria phaseoloides), aerial part, fresh | Feedipedia","Tropical kudzu (Pueraria phaseoloides), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001233,Stylosanthes guianensis,https://www.feedipedia.org/node/12644,2026-08-06,200,https://www.feedipedia.org/node/12644,"Stylo (Stylosanthes guianensis), hay | Feedipedia","Stylo (Stylosanthes guianensis), hay",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001236,Stylosanthes hamata,https://www.feedipedia.org/node/14271,2026-08-06,200,https://www.feedipedia.org/node/14271,"Caribbean stylo (Stylosanthes hamata), fresh | Feedipedia","Caribbean stylo (Stylosanthes hamata), fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001240,Trifolium alexandrinum,https://www.feedipedia.org/node/11852,2026-08-06,200,https://www.feedipedia.org/node/11852,"Berseem (Trifolium alexandrinum), hay | Feedipedia","Berseem (Trifolium alexandrinum), hay",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001242,Vicia,https://www.feedipedia.org/node/12013,2026-08-06,200,https://www.feedipedia.org/node/12013,"Common vetch (Vicia sativa), hay | Feedipedia","Common vetch (Vicia sativa), hay",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001265,Ziziphus mauritiania,https://www.feedipedia.org/node/12199,2026-08-06,200,https://www.feedipedia.org/node/12199,"Indian jujube (Ziziphus mauritiana), aerial part, fresh | Feedipedia","Indian jujube (Ziziphus mauritiana), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001278,Sheanut Cake,https://www.feedipedia.org/node/11599,2026-08-06,200,https://www.feedipedia.org/node/11599,"Sheanut cake, oil > 10% | Feedipedia","Sheanut cake, oil > 10%",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001280,Rice Hull,https://www.feedipedia.org/node/11643,2026-08-06,200,https://www.feedipedia.org/node/11643,Rice hulls | Feedipedia,Rice hulls,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001282,Enset,https://www.feedipedia.org/node/22889,2026-08-06,200,https://www.feedipedia.org/node/22889,"Enset (Ensete ventricosum) corms, fresh | Feedipedia","Enset (Ensete ventricosum) corms, fresh",shared_feed_page,2,false,feedipedia_scope_narrower,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001289,Maize Starch,https://www.feedipedia.org/node/12641,2026-08-06,200,https://www.feedipedia.org/node/12641,Maize starch | Feedipedia,Maize starch,feed_page,1,false,lexically_exact,candidate_manual_definition_review,,"Labels align, but source/component/process assertions still require governed review."
AOM_001292,Maize Gluten,https://www.feedipedia.org/node/12288,2026-08-06,200,https://www.feedipedia.org/node/12288,Maize gluten meal | Feedipedia,Maize gluten meal,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001294,Maize Germ,https://www.feedipedia.org/node/12286,2026-08-06,200,https://www.feedipedia.org/node/12286,"Maize germ meal, protein 20-30%, oil > 5% | Feedipedia","Maize germ meal, protein 20-30%, oil > 5%",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001303,Macadamia Cake,https://www.feedipedia.org/node/27587,2026-08-06,200,https://www.feedipedia.org/node/27587,Macadamia (Macadamia integrifolia) oil cake | Feedipedia,Macadamia (Macadamia integrifolia) oil cake,feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001311,Date,https://www.feedipedia.org/node/12049,2026-08-06,200,https://www.feedipedia.org/node/12049,"Date palm (Phoenix dactylifera), fruits | Feedipedia","Date palm (Phoenix dactylifera), fruits",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001316,Sorghum,https://www.feedipedia.org/node/11655,2026-08-06,200,https://www.feedipedia.org/node/11655,Sorghum grain (all types) | Feedipedia,Sorghum grain (all types),feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001317,Soybean Full Fat,https://www.feedipedia.org/node/12625,2026-08-06,200,https://www.feedipedia.org/node/12625,Soybeans (all) | Feedipedia,Soybeans (all),shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001319,Wheat,https://www.feedipedia.org/node/12754,2026-08-06,200,https://www.feedipedia.org/node/12754,Wheat grain | Feedipedia,Wheat grain,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001334,Pearl Millet,https://www.feedipedia.org/node/11688,2026-08-06,200,https://www.feedipedia.org/node/11688,"Pearl millet, grain | Feedipedia","Pearl millet, grain",shared_feed_page,2,false,feedipedia_scope_narrower,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001351,Blue Lupin,https://www.feedipedia.org/node/12271,2026-08-06,200,https://www.feedipedia.org/node/12271,Blue lupin (Lupinus angustifolius) seeds | Feedipedia,Blue lupin (Lupinus angustifolius) seeds,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001365,Sorghum Sprout,https://www.feedipedia.org/node/15784,2026-08-06,200,https://www.feedipedia.org/node/15784,Malted sorghum sprouts | Feedipedia,Malted sorghum sprouts,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001373,Cellulose,https://www.feedipedia.org/node/12423,2026-08-06,200,https://www.feedipedia.org/node/12423,Paper | Feedipedia,Paper,feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001380,Andropogon gayanus,https://www.feedipedia.org/node/12114,2026-08-06,200,https://www.feedipedia.org/node/12114,"Gamba grass (Andropogon gayanus), aerial part, fresh | Feedipedia","Gamba grass (Andropogon gayanus), aerial part, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001383,Andropogon guianensis,https://www.feedipedia.org/node/12114,2026-08-06,200,https://www.feedipedia.org/node/12114,"Gamba grass (Andropogon gayanus), aerial part, fresh | Feedipedia","Gamba grass (Andropogon gayanus), aerial part, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
