concept_id,preferred_label,hierarchy_path,blocker_code,remediation_track,review_lane,semantic_risk,automation_eligible,candidate_related_ids,current_evidence,resolution_gate,required_action,proposed_status,reviewer,review_date,review_notes
AOM_000654,Millet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Millet,source_material_distinction,material_scope,domain_expert,high,false,,,evidence distinguishing organism/source from feed material,"Broader source concept remains distinct from explicit grain, cladode, corm, residue, bean-cake, or seed material partner.",held,TBD,,
AOM_000664,Ripe Avocado,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Fruit Product/Avocado/Ripe Avocado,public_authority_mismatch,authority_repair,curator,critical,false,AOM_001201,,correct exact-scope public authority,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_000671,Palm Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Oil Plant Products/Palm/Palm Oil,source_material_distinction,material_scope,domain_expert,high,false,,,evidence distinguishing organism/source from feed material,"Broader source concept remains distinct from explicit grain, cladode, corm, residue, bean-cake, or seed material partner.",held,TBD,,
AOM_000672,Palm Oil Crude,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Oil Plant Products/Palm/Palm Oil Crude,public_authority_mismatch,authority_repair,curator,critical,false,,,correct exact-scope public authority,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_000676,Vegetable Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Oil Plant Products/Vegetable Oil,public_authority_mismatch,authority_repair,curator,critical,false,,,correct exact-scope public authority,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_000693,Grass Local,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Grass Local,local_identity_evidence,local_term,data_steward,high,false,,,study-level provenance and local usage definition,"Local or ambiguous name lacks geographic, biological, or product identity needed for public definition.",held,TBD,,
AOM_000695,Luscious Pasture,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Luscious Pasture,local_identity_evidence,local_term,data_steward,high,false,,,study-level provenance and local usage definition,"Local or ambiguous name lacks geographic, biological, or product identity needed for public definition.",held,TBD,,
AOM_000706,Acacia tortilis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia tortilis,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_000748,Asperozym (Fibrolytic Enzymes),Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Enzyme/Asperozym (Fibrolytic Enzymes),external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_000749,Axtra Phy Broiler,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Enzyme/Axtra Phy Broiler,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_000765,Maclik,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Mineral Block/Maclik,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_001105,Lake Shells,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Byproduct/Shell/Lake Shells,local_identity_evidence,local_term,data_steward,high,false,,,study-level provenance and local usage definition,"Local or ambiguous name lacks geographic, biological, or product identity needed for public definition.",held,TBD,,
AOM_001145,Faidherbia albida,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Faidherbia albida,synonym_replacement_review,identity_consolidation,curator,critical,false,AOM_002206;AOM_006371,,occurrence audit plus accepted-name authority,Names may be taxonomic or spelling synonyms; retain both IDs until occurrence evidence selects replacement direction.,held,TBD,,
AOM_001149,Gliricidia sepium,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Gliricidia sepium,synonym_replacement_review,identity_consolidation,curator,critical,false,,,occurrence audit plus accepted-name authority,Names may be taxonomic or spelling synonyms; retain both IDs until occurrence evidence selects replacement direction.,held,TBD,,
AOM_001151,Gmelina arborea,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Gmelina arborea,source_warning,authority_repair,curator,high,false,,,independent reachable material-grade authority,Warned or unreachable source cannot support definition and no independent material-grade authority is available.,held,TBD,,
AOM_001166,Opuntia ficus indica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica,source_material_distinction,material_scope,domain_expert,high,false,,,evidence distinguishing organism/source from feed material,"Broader source concept remains distinct from explicit grain, cladode, corm, residue, bean-cake, or seed material partner.",held,TBD,,
AOM_001190,Noug,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Oil Plant ByProducts/Noug,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_001208,Centrosema pubescens,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Centrosema pubescens,synonym_replacement_review,identity_consolidation,curator,critical,false,,,occurrence audit plus accepted-name authority,Names may be taxonomic or spelling synonyms; retain both IDs until occurrence evidence selects replacement direction.,held,TBD,,
AOM_001216,Indigofera indica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Indigofera indica,contradictory_mapping_removed,identity_repair,curator,critical,false,,,replacement authority mapping matching exact concept,Prior assertion-level review removed Feedipedia target because page identifies different taxon or material.,held,TBD,,
AOM_001265,Ziziphus mauritiania,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Fruit Products/Ziziphus mauritiania,material_scope_unresolved,material_scope,domain_expert,high,false,,,direct evidence defining intended feed material,"Scientific-name spelling can be corrected, but table describes narrower plant component or processing state.",held,TBD,,
AOM_001282,Enset,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Roots and Tuber Products/Enset,source_material_distinction,material_scope,domain_expert,high,false,,,evidence distinguishing organism/source from feed material,"Broader source concept remains distinct from explicit grain, cladode, corm, residue, bean-cake, or seed material partner.",held,TBD,,
AOM_001309,Canola,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Oil Plant Products/Canola,public_authority_mismatch,authority_repair,curator,critical,false,,,correct exact-scope public authority,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_001317,Soybean Full Fat,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Legume Products/Soybean/Soybean Full Fat,composition_state_distinction,material_scope,domain_expert,high,false,,,evidence defining composition or processing state,Generic soybean page cannot establish equivalence between soybean and full-fat soybean material.,held,TBD,,
AOM_001333,Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Oil Plant Products/Oil,public_authority_mismatch,authority_repair,curator,critical,false,,,correct exact-scope public authority,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_001373,Cellulose,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Cellulose,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_001380,Andropogon gayanus,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon gayanus,narrower_table_scope,material_scope,domain_expert,high,false,AOM_001581,,table-row or section evidence matching exact material,Shared table describes narrower component or processing state; page co-reference does not define this concept.,held,TBD,,
AOM_001382,Andropogon abyssinica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon abyssinica,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_001383,Andropogon guianensis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon guianensis,contradictory_species_mapping,identity_repair,curator,critical,false,,,accepted taxon evidence plus occurrence audit,Shared page identifies different species; prior assertion-level review excludes contradictory Feedipedia mapping.,held,TBD,,
AOM_001389,Digitaria decumbens,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Digitaria decumbens,contradictory_species_mapping,identity_repair,curator,critical,false,,,accepted taxon evidence plus occurrence audit,Shared page identifies different species; prior assertion-level review excludes contradictory Feedipedia mapping.,held,TBD,,
AOM_001397,Bracharia decumbens,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bracharia decumbens,narrower_table_scope,material_scope,domain_expert,high,false,,,table-row or section evidence matching exact material,Shared table describes narrower component or processing state; page co-reference does not define this concept.,held,TBD,,
AOM_001407,Panicum maximum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Panicum maximum,narrower_table_scope,material_scope,domain_expert,high,false,,,table-row or section evidence matching exact material,Shared table describes narrower component or processing state; page co-reference does not define this concept.,held,TBD,,
AOM_001446,Sorghum sudanense,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Sorghum sudanense,granularity_mismatch,material_scope,domain_expert,high,false,AOM_006315,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_001455,Triticum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Triticum,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_001462,Cynadon dactylon,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cynadon dactylon,material_scope_unresolved,material_scope,domain_expert,high,false,,,direct evidence defining intended feed material,"Scientific-name spelling can be corrected, but table describes narrower plant component or processing state.",held,TBD,,
AOM_001465,Cynodon nlemfuensis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cynodon nlemfuensis,source_warning,authority_repair,curator,high,false,,,independent reachable material-grade authority,Warned or unreachable source cannot support definition and no independent material-grade authority is available.,held,TBD,,
AOM_001475,Lolium,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Lolium,source_warning,authority_repair,curator,high,false,,,independent reachable material-grade authority,Warned or unreachable source cannot support definition and no independent material-grade authority is available.,held,TBD,,
AOM_001476,Lolium multiflorum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Lolium multiflorum,contradictory_mapping_removed,identity_repair,curator,critical,false,,,replacement authority mapping matching exact concept,Prior assertion-level review removed Feedipedia target because page identifies different taxon or material.,held,TBD,,
AOM_001479,Megathyrsus maximus,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Megathyrsus maximus,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_001497,Megalac,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Megalac,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_001500,ACTIPAL HP 1,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/ACTIPAL HP 1,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_001501,AquaNutro Abalone Grower,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/AquaNutro Abalone Grower,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_001508,Lactobacillus plantarum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Prebiotic/Lactobacillus plantarum,hierarchy_correction_required,semantic_model,ontology_reviewer,critical,false,,,approved role and corrected hierarchy parent,"Lactobacillus plantarum is a microbial taxon, not a prebiotic; approve taxon identity and probiotic role before definition.",held,TBD,,
AOM_001523,Tripsacum laxum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Tripsacum laxum,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_001524,Piliostigma thonningii,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Piliostigma thonningii,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_001526,Lotus corniculatus,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Lotus corniculatus,retrieval_failure,authority_repair,curator,high,false,,,archived source or replacement authority,Warned or unreachable source cannot support definition and no independent material-grade authority is available.,held,TBD,,
AOM_001527,Centrosema molle,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Centrosema molle,synonym_replacement_review,identity_consolidation,curator,critical,false,,,occurrence audit plus accepted-name authority,Names may be taxonomic or spelling synonyms; retain both IDs until occurrence evidence selects replacement direction.,held,TBD,,
AOM_001536,Chromolaena odorata,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Chromolaena odorata,source_warning,authority_repair,curator,high,false,,,independent reachable material-grade authority,Warned or unreachable source cannot support definition and no independent material-grade authority is available.,held,TBD,,
AOM_001561,Ulva lactuca,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Aquatic Plants/Ulva lactuca,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_001562,Ulva armoricana,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Aquatic Plants/Ulva armoricana,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_001563,Ulva rigida,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Aquatic Plants/Ulva rigida,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_001579,Elancoban,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Elancoban,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_001582,Soybean,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Legume Products/Soybean,composition_state_distinction,material_scope,domain_expert,high,false,,,evidence defining composition or processing state,Generic soybean page cannot establish equivalence between soybean and full-fat soybean material.,held,TBD,,
AOM_001618,Oat Fodder,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Oat/Oat Fodder,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_001760,Acacia etbaica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia etbaica,public_authority_mismatch,authority_repair,curator,critical,false,,,correct exact-scope public authority,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_001766,Acacia polyacantha,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia polyacantha,public_authority_mismatch,authority_repair,curator,critical,false,,,correct exact-scope public authority,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_001771,Leucaena pallida,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Leucaena pallida,public_authority_mismatch,authority_repair,curator,critical,false,,,correct exact-scope public authority,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_001785,Elionurus muticus,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Elionurus muticus,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_001797,Gliciridia sepium,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Gliciridia sepium,synonym_replacement_review,identity_consolidation,curator,critical,false,,,occurrence audit plus accepted-name authority,Names may be taxonomic or spelling synonyms; retain both IDs until occurrence evidence selects replacement direction.,held,TBD,,
AOM_001805,African Palm Larvae,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Insect/African Palm Larvae,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,"Larva, vein/vine, or shaft descriptor cannot be approximated to existing organism or anatomical facets.",held,TBD,,
AOM_001821,Terminalia brownii,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Terminalia brownii,retrieval_failure,authority_repair,curator,high,false,,,archived source or replacement authority,Warned or unreachable source cannot support definition and no independent material-grade authority is available.,held,TBD,,
AOM_001831,Vitalite,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Vitalite,local_identity_evidence,local_term,data_steward,high,false,,,study-level provenance and local usage definition,"Local or ambiguous name lacks geographic, biological, or product identity needed for public definition.",held,TBD,,
AOM_001868,Toxynil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Toxynil,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_001870,Prime Gluten 60,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Prime Gluten 60,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_001871,Urtica dioica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Urtica dioica,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_001892,Sorghum Threshed Top,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Threshed Top,contradictory_mapping_removed,identity_repair,curator,critical,false,,,replacement authority mapping matching exact concept,Prior assertion-level review removed Feedipedia target because page identifies different taxon or material.,held,TBD,,
AOM_001903,Asteraceae,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Asteraceae,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_001921,Vitalyte,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Vitalyte,local_identity_evidence,local_term,data_steward,high,false,,,study-level provenance and local usage definition,"Local or ambiguous name lacks geographic, biological, or product identity needed for public definition.",held,TBD,,
AOM_001967,Grewia spp.,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Grewia spp.,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_002107,Cocoa Bean,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cash Crops Products/Cocoa/Cocoa Bean,source_material_distinction,material_scope,domain_expert,high,false,,,evidence distinguishing organism/source from feed material,"Broader source concept remains distinct from explicit grain, cladode, corm, residue, bean-cake, or seed material partner.",held,TBD,,
AOM_002132,Rottboellia cochinchinensis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Rottboellia cochinchinensis,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_002200,Chlorella vulgaris,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Microalgae/Chlorella vulgaris,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_002206,Acacia Albida,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia Albida,synonym_replacement_review,identity_consolidation,curator,critical,false,AOM_001145;AOM_006371,,occurrence audit plus accepted-name authority,Names may be taxonomic or spelling synonyms; retain both IDs until occurrence evidence selects replacement direction.,held,TBD,,
AOM_002218,Mung Bean Haulm,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Mung Bean/Mung Bean Haulm,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_003064,Aspilia africana,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Aspilia africana,source_warning,authority_repair,curator,high,false,,,independent reachable material-grade authority,Warned or unreachable source cannot support definition and no independent material-grade authority is available.,held,TBD,,
AOM_003075,Balanites aegyptiaca,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Balanites aegyptiaca,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_003172,Food Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Food Byproducts/Food Waste,source_warning,authority_repair,curator,high,false,,,independent reachable material-grade authority,Warned or unreachable source cannot support definition and no independent material-grade authority is available.,held,TBD,,
AOM_003206,Poultry byproduct,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Byproduct/Poultry byproduct,granularity_mismatch,material_scope,domain_expert,high,false,,,direct material-grade authority,"Feedipedia target is broader, narrower, or differently processed; related evidence does not establish concept identity.",held,TBD,,
AOM_003359,Onion Veins,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Vegetable Products/Onion/Onion Veins,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,"Larva, vein/vine, or shaft descriptor cannot be approximated to existing organism or anatomical facets.",held,TBD,,
